gain	loss	cert	gamble	outcome	cond	subjID
6	-7.5	0	1	-7.5	1	6
8	-3	0	1	8	1	6
12	-3	0	1	12	1	6
5	-9.38	0	1	-9.38	1	6
6	-9.75	0	0	0	1	7
12	-13.5	0	0	0	1	7
8	-7	0	1	8	1	7
10	-7.5	0	1	-7.5	1	7
2	-2.25	0	1	2	1	7
6	-8.25	0	0	0	1	7
10	-16.25	0	0	0	1	7
3	0	1	1	3	1	7
4	-3	0	1	4	1	7
8	-2	0	1	-2	1	7
4	-2.5	0	1	4	1	7
5	-5.63	0	1	-5.63	1	7
5	0	2	0	2	1	7
30	0	12	1	0	1	7
9	-4.5	0	1	9	1	7
4	-7.5	0	0	0	1	7
26	0	10	1	26	1	7
10	-6.25	0	1	-6.25	1	7
2	-4	0	0	0	1	7
4	-5	0	0	0	1	7
5	-1.88	0	1	-1.88	1	7
23	0	10	0	10	1	7
8	-3	0	1	8	1	7
8	-12	0	0	0	1	7
10	-2.5	0	1	-2.5	1	7
5	-8.13	0	0	0	1	7
8	-9	0	1	-9	1	7
2	-3	0	0	0	1	7
9	-11.25	0	0	0	1	7
9	-12.38	0	0	0	1	7
12	-15	0	1	-15	1	7
8	-10	0	0	0	1	7
4	-1	0	1	4	1	7
8	0	3	1	8	1	7
4	-3.5	0	0	0	1	7
8	-8	0	1	-8	1	7
10	-11.25	0	0	0	1	7
10	-5	0	1	10	1	7
9	-13.5	0	0	0	1	7
2	-0.75	0	1	2	1	7
5	-4.38	0	0	0	1	7
2	-1.5	0	1	-1.5	1	7
2	-3.75	0	0	0	1	7
5	-3.75	0	1	5	1	7
9	-16.88	0	0	0	1	7
9	-3.38	0	1	-3.38	1	7
5	-10	0	0	0	1	7
26	0	12	1	0	1	7
5	-9.38	0	0	0	1	7
6	-1.5	0	1	-1.5	1	7
10	-10	0	1	10	1	7
2	-1.25	0	1	-1.25	1	7
9	-14.63	0	0	0	1	7
6	-4.5	0	1	-4.5	1	7
5	-5	0	0	0	1	7
5	-7.5	0	0	0	1	7
8	-13	0	0	0	1	7
5	-3.13	0	1	5	1	7
8	-5	0	1	-5	1	7
8	-11	0	0	0	1	7
6	-6.75	0	0	0	1	7
2	0	1	1	2	1	7
9	-5.63	0	0	0	1	7
6	-6	0	0	0	1	7
4	-5.5	0	0	0	1	7
6	-3	0	1	-3	1	7
12	-19.5	0	0	0	1	7
10	-13.75	0	0	0	1	7
10	-8.75	0	0	0	1	7
5	-6.88	0	0	0	1	7
6	-7.5	0	0	0	1	7
10	-12.5	0	0	0	1	7
9	-6.75	0	1	-6.75	1	7
4	-6	0	0	0	1	7
8	-4	0	1	-4	1	7
2	-1	0	1	2	1	7
12	-24	0	0	0	1	7
12	-6	0	1	-6	1	7
2	-2	0	0	0	1	7
4	-7	0	0	0	1	7
12	-9	0	1	-9	1	7
6	-11.25	0	0	0	1	7
25	0	10	1	25	1	7
28	0	13	0	13	1	7
2	-2.75	0	1	-2.75	1	7
12	-10.5	0	1	-10.5	1	7
8	-14	0	0	0	1	7
4	-6.5	0	0	0	1	7
4	0	2	1	4	1	7
10	-15	0	0	0	1	7
12	0	5	1	0	1	7
10	-18.75	0	0	0	1	7
12	-3	0	1	12	1	7
4	-4	0	0	0	1	7
9	-7.88	0	0	0	1	7
9	-2.25	0	1	-2.25	1	7
2	-1.75	0	0	0	1	7
12	0	6	1	0	1	7
5	-2.5	0	1	-2.5	1	7
4	-4.5	0	0	0	1	7
8	-6	0	0	0	1	7
12	-18	0	0	0	1	7
12	-16.5	0	0	0	1	7
22	0	10	1	22	1	7
12	-21	0	0	0	1	7
12	-4.5	0	1	-4.5	1	7
12	-12	0	0	0	1	7
19	0	8	1	19	1	7
2	-2.5	0	0	0	1	7
12	0	4	1	12	1	7
4	-2	0	0	0	1	7
9	-9	0	1	9	1	7
9	-10.13	0	0	0	1	7
6	-2.25	0	1	6	1	7
2	-0.5	0	1	-0.5	1	7
10	-3.75	0	1	10	1	7
13	0	5	1	13	1	7
4	-1.5	0	1	4	1	7
5	-1.25	0	1	5	1	7
6	-9	0	0	0	1	7
10	-17.5	0	0	0	1	7
6	-12	0	0	0	1	7
6	-5.25	0	0	0	1	7
12	-22.5	0	0	0	1	7
8	-16	0	0	0	1	7
9	-15.75	0	0	0	1	7
10	-20	0	0	0	1	7
13	0	6	1	0	1	7
4	-8	0	0	0	1	7
12	-7.5	0	1	-7.5	1	7
9	-18	0	0	0	1	7
2	-3.25	0	0	0	1	7
7	0	3	1	0	1	7
6	-3.75	0	0	0	1	7
5	-6.25	0	0	0	1	7
8	-15	0	0	0	1	7
25	0	9	1	0	1	7
2	-3.5	0	0	0	1	7
6	-10.5	0	0	0	1	7
9	-10.13	0	0	0	1	8
12	-10.5	0	1	-10.5	1	8
25	0	10	1	25	1	8
4	-7	0	0	0	1	8
9	-7.88	0	1	9	1	8
5	-3.13	0	1	5	1	8
5	-8.13	0	0	0	1	8
8	-7	0	1	8	1	8
12	-6	0	1	-6	1	8
12	-24	0	0	0	1	8
12	-21	0	0	0	1	8
4	-2.5	0	1	4	1	8
6	-9	0	0	0	1	8
10	-15	0	0	0	1	8
8	-6	0	1	-6	1	8
13	0	6	1	0	1	8
6	-12	0	0	0	1	8
6	-4.5	0	1	-4.5	1	8
9	-16.88	0	0	0	1	8
10	-18.75	0	0	0	1	8
9	-3.38	0	1	-3.38	1	8
6	-9.75	0	0	0	1	8
2	-1.75	0	1	2	1	8
5	0	2	1	0	1	8
8	-5	0	1	-5	1	8
8	-9	0	0	0	1	8
12	0	6	0	6	1	8
12	0	4	1	12	1	8
2	-2.5	0	0	0	1	8
6	-3	0	1	-3	1	8
10	-7.5	0	1	-7.5	1	8
5	-2.5	0	1	-2.5	1	8
5	-3.75	0	0	0	1	8
10	-3.75	0	1	10	1	8
2	-3	0	0	0	1	8
10	-6.25	0	1	-6.25	1	8
4	-7.5	0	0	0	1	8
8	-16	0	0	0	1	8
5	-6.25	0	0	0	1	8
4	0	2	1	4	1	8
10	-11.25	0	0	0	1	8
5	-6.88	0	0	0	1	8
5	-7.5	0	0	0	1	8
26	0	12	1	0	1	8
8	-13	0	0	0	1	8
4	-4.5	0	1	4	1	8
8	-10	0	0	0	1	8
6	-3.75	0	1	6	1	8
5	-5.63	0	1	-5.63	1	8
9	-18	0	0	0	1	8
12	-13.5	0	1	12	1	8
7	0	3	1	0	1	8
8	-14	0	0	0	1	8
2	-1.5	0	1	-1.5	1	8
10	-2.5	0	1	-2.5	1	8
13	0	5	1	13	1	8
9	-15.75	0	0	0	1	8
8	-12	0	0	0	1	8
28	0	13	1	0	1	8
6	-7.5	0	1	-7.5	1	8
10	-16.25	0	0	0	1	8
12	-7.5	0	1	-7.5	1	8
5	-5	0	1	-5	1	8
2	-2	0	1	2	1	8
22	0	10	1	22	1	8
2	-1	0	1	2	1	8
3	0	1	1	3	1	8
4	-5.5	0	1	-5.5	1	8
2	-2.25	0	1	2	1	8
6	-2.25	0	1	6	1	8
4	-6.5	0	1	-6.5	1	8
9	-12.38	0	0	0	1	8
10	-13.75	0	0	0	1	8
10	-17.5	0	1	10	1	8
4	-5	0	1	4	1	8
9	-11.25	0	0	0	1	8
10	-10	0	1	10	1	8
2	-3.25	0	0	0	1	8
5	-8.75	0	0	0	1	8
5	-10	0	0	0	1	8
9	-2.25	0	1	-2.25	1	8
6	-6.75	0	1	6	1	8
12	-16.5	0	1	12	1	8
9	-14.63	0	0	0	1	8
4	-8	0	0	0	1	8
6	-5.25	0	1	6	1	8
9	-6.75	0	1	-6.75	1	8
12	-12	0	1	-12	1	8
4	-1	0	1	4	1	8
12	-15	0	1	-15	1	8
4	-3.5	0	1	-3.5	1	8
2	-1.25	0	1	-1.25	1	8
30	0	12	1	0	1	8
12	-19.5	0	0	0	1	8
12	-3	0	1	12	1	8
5	-1.25	0	1	5	1	8
5	-1.88	0	1	-1.88	1	8
2	-3.5	0	0	0	1	8
12	-9	0	1	-9	1	8
10	-20	0	0	0	1	8
8	-4	0	1	-4	1	8
12	0	5	1	0	1	8
2	0	1	0	1	1	8
4	-1.5	0	1	4	1	8
2	-3.75	0	1	-3.75	1	8
6	-10.5	0	0	0	1	8
4	-2	0	1	-2	1	8
23	0	10	0	10	1	8
12	-18	0	1	12	1	8
6	-8.25	0	1	-8.25	1	8
26	0	10	1	26	1	8
10	-8.75	0	1	-8.75	1	8
2	-0.75	0	1	2	1	8
5	-9.38	0	0	0	1	8
25	0	9	1	0	1	8
9	-4.5	0	1	9	1	8
10	-5	0	1	10	1	8
2	-4	0	1	-4	1	8
2	-2.75	0	1	-2.75	1	8
4	-6	0	1	4	1	8
10	-12.5	0	1	-12.5	1	8
12	-22.5	0	0	0	1	8
4	-4	0	1	4	1	8
2	-0.5	0	1	-0.5	1	8
8	-2	0	1	-2	1	8
4	-3	0	1	4	1	8
6	-11.25	0	0	0	1	8
8	-15	0	0	0	1	8
8	-11	0	1	8	1	8
12	-4.5	0	1	-4.5	1	8
19	0	8	1	19	1	8
6	-6	0	1	-6	1	8
5	-4.38	0	1	-4.38	1	8
9	-9	0	1	9	1	8
6	-1.5	0	1	-1.5	1	8
9	-13.5	0	0	0	1	8
9	-5.63	0	1	-5.63	1	8
8	-8	0	1	-8	1	8
8	0	3	1	8	1	8
8	-3	0	1	8	1	8
9	-11.25	0	1	9	1	9
8	-16	0	0	0	1	9
9	-5.63	0	1	-5.63	1	9
9	-4.5	0	1	9	1	9
2	-2	0	1	2	1	9
12	-19.5	0	0	0	1	9
4	-4.5	0	1	4	1	9
2	-3.75	0	1	-3.75	1	9
2	-2.25	0	1	2	1	9
12	-4.5	0	1	-4.5	1	9
9	-10.13	0	0	0	1	9
12	-3	0	1	12	1	9
10	-17.5	0	0	0	1	9
5	-4.38	0	1	-4.38	1	9
5	-7.5	0	1	5	1	9
6	-11.25	0	0	0	1	9
2	-1.5	0	1	-1.5	1	9
9	-6.75	0	1	-6.75	1	9
4	-7	0	0	0	1	9
8	-7	0	1	8	1	9
2	-1.75	0	1	2	1	9
2	-1	0	1	2	1	9
10	-6.25	0	1	-6.25	1	9
6	-6.75	0	1	6	1	9
9	-2.25	0	1	-2.25	1	9
2	-0.75	0	1	2	1	9
12	0	4	1	12	1	9
6	-3	0	1	-3	1	9
3	0	1	1	3	1	9
2	-3	0	1	-3	1	9
10	-13.75	0	0	0	1	9
6	-2.25	0	1	6	1	9
5	-1.88	0	1	-1.88	1	9
12	-13.5	0	0	0	1	9
22	0	10	1	22	1	9
9	-12.38	0	0	0	1	9
26	0	10	1	26	1	9
12	-10.5	0	0	0	1	9
10	-2.5	0	1	-2.5	1	9
25	0	10	1	25	1	9
9	-15.75	0	0	0	1	9
7	0	3	1	0	1	9
10	-10	0	0	0	1	9
12	-15	0	0	0	1	9
12	0	6	1	0	1	9
6	-4.5	0	1	-4.5	1	9
8	-13	0	0	0	1	9
10	-16.25	0	0	0	1	9
5	-1.25	0	1	5	1	9
4	-4	0	1	4	1	9
5	-3.75	0	1	5	1	9
6	-8.25	0	0	0	1	9
8	-15	0	0	0	1	9
8	-8	0	1	-8	1	9
2	-2.75	0	1	-2.75	1	9
6	-12	0	0	0	1	9
2	0	1	1	2	1	9
2	-1.25	0	1	-1.25	1	9
9	-18	0	0	0	1	9
6	-9	0	0	0	1	9
10	-8.75	0	0	0	1	9
4	-7.5	0	0	0	1	9
13	0	6	1	0	1	9
10	-11.25	0	0	0	1	9
4	-3	0	1	4	1	9
10	-5	0	1	10	1	9
8	-2	0	1	-2	1	9
4	-2.5	0	1	4	1	9
2	-3.5	0	1	-3.5	1	9
2	-2.5	0	1	2	1	9
6	-3.75	0	1	6	1	9
8	-3	0	1	8	1	9
2	-3.25	0	1	2	1	9
8	-9	0	1	-9	1	9
6	-6	0	1	-6	1	9
8	-11	0	0	0	1	9
5	-8.75	0	0	0	1	9
6	-9.75	0	0	0	1	9
12	-24	0	0	0	1	9
5	-10	0	0	0	1	9
30	0	12	1	0	1	9
12	-18	0	0	0	1	9
9	-9	0	1	9	1	9
5	-5	0	1	-5	1	9
5	-9.38	0	0	0	1	9
10	-12.5	0	0	0	1	9
10	-18.75	0	0	0	1	9
5	-2.5	0	1	-2.5	1	9
9	-14.63	0	0	0	1	9
28	0	13	1	0	1	9
5	-6.88	0	1	-6.88	1	9
4	-3.5	0	1	-3.5	1	9
12	-16.5	0	0	0	1	9
5	-8.13	0	0	0	1	9
9	-16.88	0	0	0	1	9
9	-3.38	0	1	-3.38	1	9
12	0	5	1	0	1	9
4	-8	0	0	0	1	9
8	-12	0	0	0	1	9
8	-4	0	1	-4	1	9
2	-4	0	1	-4	1	9
12	-9	0	1	-9	1	9
4	-1.5	0	1	4	1	9
6	-10.5	0	0	0	1	9
5	-3.13	0	1	5	1	9
10	-15	0	0	0	1	9
23	0	10	1	0	1	9
12	-7.5	0	1	-7.5	1	9
2	-0.5	0	1	-0.5	1	9
4	0	2	1	4	1	9
6	-1.5	0	1	-1.5	1	9
4	-1	0	1	4	1	9
10	-20	0	0	0	1	9
12	-22.5	0	0	0	1	9
25	0	9	1	0	1	9
13	0	5	1	13	1	9
6	-5.25	0	1	6	1	9
9	-13.5	0	0	0	1	9
5	0	2	1	0	1	9
12	-6	0	1	-6	1	9
5	-6.25	0	1	5	1	9
10	-3.75	0	1	10	1	9
9	-7.88	0	1	9	1	9
8	-6	0	1	-6	1	9
4	-5.5	0	1	-5.5	1	9
19	0	8	1	19	1	9
10	-7.5	0	1	-7.5	1	9
4	-6	0	1	4	1	9
8	-14	0	0	0	1	9
8	0	3	1	8	1	9
12	-21	0	0	0	1	9
4	-2	0	1	-2	1	9
4	-5	0	1	4	1	9
6	-7.5	0	0	0	1	9
12	-12	0	0	0	1	9
8	-5	0	1	-5	1	9
26	0	12	1	0	1	9
8	-10	0	0	0	1	9
5	-5.63	0	0	0	1	9
9	-10.13	0	1	-10.13	1	10
12	-10.5	0	1	-10.5	1	10
25	0	10	1	25	1	10
4	-7	0	1	-7	1	10
9	-7.88	0	1	9	1	10
5	-3.13	0	1	5	1	10
5	-8.13	0	0	0	1	10
8	-7	0	1	8	1	10
12	-6	0	1	-6	1	10
12	-24	0	0	0	1	10
12	-21	0	0	0	1	10
4	-2.5	0	1	4	1	10
6	-9	0	0	0	1	10
10	-15	0	0	0	1	10
8	-6	0	1	-6	1	10
13	0	6	1	0	1	10
6	-12	0	1	-12	1	10
6	-4.5	0	1	-4.5	1	10
9	-16.88	0	1	9	1	10
10	-18.75	0	1	10	1	10
9	-3.38	0	1	-3.38	1	10
6	-9.75	0	1	-9.75	1	10
2	-1.75	0	1	2	1	10
5	0	2	1	0	1	10
8	-5	0	1	-5	1	10
8	-9	0	1	-9	1	10
12	0	6	1	0	1	10
12	0	4	1	12	1	10
2	-2.5	0	1	2	1	10
6	-3	0	1	-3	1	10
10	-7.5	0	1	-7.5	1	10
5	-2.5	0	1	-2.5	1	10
5	-3.75	0	1	5	1	10
10	-3.75	0	1	10	1	10
2	-3	0	1	-3	1	10
10	-6.25	0	1	-6.25	1	10
4	-7.5	0	1	4	1	10
8	-16	0	1	8	1	10
5	-6.25	0	1	5	1	10
4	0	2	1	4	1	10
10	-11.25	0	1	10	1	10
5	-6.88	0	1	-6.88	1	10
5	-7.5	0	1	5	1	10
26	0	12	0	12	1	10
8	-13	0	0	0	1	10
4	-4.5	0	1	4	1	10
8	-10	0	1	-10	1	10
6	-3.75	0	1	6	1	10
5	-5.63	0	1	-5.63	1	10
9	-18	0	1	9	1	10
12	-13.5	0	1	12	1	10
7	0	3	1	0	1	10
8	-14	0	1	8	1	10
2	-1.5	0	1	-1.5	1	10
10	-2.5	0	1	-2.5	1	10
13	0	5	0	5	1	10
9	-15.75	0	1	9	1	10
8	-12	0	1	8	1	10
28	0	13	0	13	1	10
6	-7.5	0	1	-7.5	1	10
10	-16.25	0	1	-16.25	1	10
12	-7.5	0	1	-7.5	1	10
5	-5	0	1	-5	1	10
2	-2	0	1	2	1	10
22	0	10	1	22	1	10
2	-1	0	1	2	1	10
3	0	1	1	3	1	10
4	-5.5	0	1	-5.5	1	10
6	-2.25	0	1	6	1	10
4	-6.5	0	1	-6.5	1	10
9	-12.38	0	1	9	1	10
10	-13.75	0	1	-13.75	1	10
10	-17.5	0	1	10	1	10
4	-5	0	1	4	1	10
9	-11.25	0	1	9	1	10
10	-10	0	1	10	1	10
2	-3.25	0	1	2	1	10
5	-8.75	0	1	5	1	10
5	-10	0	1	5	1	10
9	-2.25	0	1	-2.25	1	10
12	-16.5	0	0	0	1	10
9	-14.63	0	0	0	1	10
4	-8	0	1	-8	1	10
6	-5.25	0	1	6	1	10
9	-6.75	0	1	-6.75	1	10
12	-12	0	1	-12	1	10
4	-1	0	1	4	1	10
12	-15	0	0	0	1	10
4	-3.5	0	1	-3.5	1	10
2	-1.25	0	1	-1.25	1	10
30	0	12	0	12	1	10
12	-19.5	0	0	0	1	10
12	-3	0	1	12	1	10
5	-1.25	0	1	5	1	10
5	-1.88	0	1	-1.88	1	10
2	-3.5	0	1	-3.5	1	10
12	-9	0	1	-9	1	10
10	-20	0	0	0	1	10
8	-4	0	1	-4	1	10
12	0	5	1	0	1	10
2	0	1	1	2	1	10
4	-1.5	0	1	4	1	10
2	-3.75	0	1	-3.75	1	10
6	-10.5	0	1	-10.5	1	10
4	-2	0	1	-2	1	10
23	0	10	1	0	1	10
12	-18	0	0	0	1	10
6	-8.25	0	1	-8.25	1	10
26	0	10	1	26	1	10
10	-8.75	0	1	-8.75	1	10
2	-0.75	0	1	2	1	10
5	-9.38	0	1	-9.38	1	10
25	0	9	1	0	1	10
9	-4.5	0	1	9	1	10
10	-5	0	1	10	1	10
2	-4	0	1	-4	1	10
2	-2.75	0	1	-2.75	1	10
4	-6	0	1	4	1	10
10	-12.5	0	1	-12.5	1	10
12	-22.5	0	1	12	1	10
4	-4	0	1	4	1	10
2	-0.5	0	1	-0.5	1	10
8	-2	0	1	-2	1	10
4	-3	0	1	4	1	10
6	-11.25	0	1	6	1	10
8	-15	0	1	-15	1	10
8	-11	0	1	8	1	10
12	-4.5	0	1	-4.5	1	10
19	0	8	1	19	1	10
6	-6	0	1	-6	1	10
5	-4.38	0	1	-4.38	1	10
9	-9	0	1	9	1	10
6	-1.5	0	1	-1.5	1	10
9	-13.5	0	1	-13.5	1	10
9	-5.63	0	1	-5.63	1	10
8	-8	0	1	-8	1	10
8	0	3	1	8	1	10
8	-3	0	1	8	1	10
9	-11.25	0	0	0	1	11
8	-16	0	0	0	1	11
9	-5.63	0	1	-5.63	1	11
9	-4.5	0	1	9	1	11
2	-2	0	1	2	1	11
12	-19.5	0	0	0	1	11
4	-4.5	0	0	0	1	11
2	-3.75	0	0	0	1	11
2	-2.25	0	0	0	1	11
12	-4.5	0	1	-4.5	1	11
9	-10.13	0	0	0	1	11
12	-3	0	1	12	1	11
10	-17.5	0	0	0	1	11
5	-4.38	0	1	-4.38	1	11
5	-7.5	0	0	0	1	11
6	-11.25	0	0	0	1	11
2	-1.5	0	1	-1.5	1	11
9	-6.75	0	1	-6.75	1	11
4	-7	0	0	0	1	11
8	-7	0	1	8	1	11
2	-1.75	0	1	2	1	11
2	-1	0	1	2	1	11
10	-6.25	0	1	-6.25	1	11
6	-6.75	0	1	6	1	11
9	-2.25	0	1	-2.25	1	11
2	-0.75	0	1	2	1	11
12	0	4	1	12	1	11
6	-3	0	1	-3	1	11
3	0	1	0	1	1	11
2	-3	0	1	-3	1	11
10	-13.75	0	0	0	1	11
6	-2.25	0	1	6	1	11
5	-1.88	0	1	-1.88	1	11
12	-13.5	0	1	12	1	11
22	0	10	1	22	1	11
9	-12.38	0	0	0	1	11
26	0	10	0	10	1	11
10	-2.5	0	1	-2.5	1	11
25	0	10	1	25	1	11
9	-15.75	0	0	0	1	11
7	0	3	0	3	1	11
10	-10	0	1	10	1	11
12	-15	0	0	0	1	11
12	0	6	0	6	1	11
6	-4.5	0	1	-4.5	1	11
8	-13	0	0	0	1	11
10	-16.25	0	0	0	1	11
5	-1.25	0	1	5	1	11
4	-4	0	1	4	1	11
5	-3.75	0	1	5	1	11
6	-8.25	0	0	0	1	11
8	-15	0	0	0	1	11
8	-8	0	0	0	1	11
2	-2.75	0	0	0	1	11
6	-12	0	0	0	1	11
2	0	1	0	1	1	11
2	-1.25	0	0	0	1	11
9	-18	0	0	0	1	11
6	-9	0	0	0	1	11
10	-8.75	0	1	-8.75	1	11
4	-7.5	0	0	0	1	11
13	0	6	1	0	1	11
10	-11.25	0	0	0	1	11
4	-3	0	1	4	1	11
10	-5	0	1	10	1	11
8	-2	0	1	-2	1	11
4	-2.5	0	1	4	1	11
2	-3.5	0	0	0	1	11
2	-2.5	0	0	0	1	11
6	-3.75	0	1	6	1	11
8	-3	0	1	8	1	11
2	-3.25	0	0	0	1	11
8	-9	0	0	0	1	11
6	-6	0	1	-6	1	11
8	-11	0	0	0	1	11
5	-8.75	0	0	0	1	11
6	-9.75	0	0	0	1	11
12	-24	0	0	0	1	11
4	-6.5	0	0	0	1	11
5	-10	0	0	0	1	11
30	0	12	1	0	1	11
12	-18	0	0	0	1	11
9	-9	0	0	0	1	11
5	-5	0	1	-5	1	11
5	-9.38	0	0	0	1	11
10	-12.5	0	0	0	1	11
10	-18.75	0	0	0	1	11
5	-2.5	0	1	-2.5	1	11
9	-14.63	0	0	0	1	11
28	0	13	0	13	1	11
5	-6.88	0	0	0	1	11
4	-3.5	0	1	-3.5	1	11
12	-16.5	0	0	0	1	11
5	-8.13	0	0	0	1	11
9	-16.88	0	0	0	1	11
9	-3.38	0	1	-3.38	1	11
12	0	5	0	5	1	11
4	-8	0	0	0	1	11
8	-12	0	0	0	1	11
8	-4	0	1	-4	1	11
2	-4	0	0	0	1	11
12	-9	0	1	-9	1	11
4	-1.5	0	1	4	1	11
6	-10.5	0	0	0	1	11
5	-3.13	0	1	5	1	11
10	-15	0	0	0	1	11
23	0	10	0	10	1	11
12	-7.5	0	1	-7.5	1	11
2	-0.5	0	1	-0.5	1	11
4	0	2	0	2	1	11
6	-1.5	0	1	-1.5	1	11
4	-1	0	1	4	1	11
10	-20	0	0	0	1	11
12	-22.5	0	0	0	1	11
25	0	9	1	0	1	11
13	0	5	0	5	1	11
6	-5.25	0	1	6	1	11
9	-13.5	0	0	0	1	11
5	0	2	1	0	1	11
12	-6	0	1	-6	1	11
5	-6.25	0	0	0	1	11
10	-3.75	0	1	10	1	11
9	-7.88	0	1	9	1	11
8	-6	0	1	-6	1	11
4	-5.5	0	0	0	1	11
19	0	8	1	19	1	11
10	-7.5	0	1	-7.5	1	11
4	-6	0	0	0	1	11
8	-14	0	0	0	1	11
8	0	3	1	8	1	11
12	-21	0	0	0	1	11
4	-2	0	1	-2	1	11
4	-5	0	0	0	1	11
6	-7.5	0	0	0	1	11
12	-12	0	0	0	1	11
8	-5	0	1	-5	1	11
26	0	12	0	12	1	11
8	-10	0	0	0	1	11
5	-5.63	0	0	0	1	11
2	-1	0	1	2	1	12
9	-6.75	0	1	-6.75	1	12
2	-4	0	0	0	1	12
2	-3.25	0	0	0	1	12
4	-6.5	0	0	0	1	12
5	-5.63	0	0	0	1	12
8	-8	0	1	-8	1	12
12	-18	0	1	12	1	12
2	-2.5	0	0	0	1	12
3	0	1	0	1	1	12
12	-16.5	0	1	12	1	12
10	-12.5	0	0	0	1	12
5	-1.25	0	1	5	1	12
19	0	8	0	8	1	12
8	-9	0	0	0	1	12
5	-10	0	0	0	1	12
25	0	10	0	10	1	12
7	0	3	1	0	1	12
6	-11.25	0	0	0	1	12
6	-1.5	0	1	-1.5	1	12
4	-1.5	0	1	4	1	12
10	-5	0	1	10	1	12
10	-3.75	0	0	0	1	12
6	-4.5	0	0	0	1	12
12	-19.5	0	0	0	1	12
5	-4.38	0	0	0	1	12
8	-11	0	0	0	1	12
2	-0.75	0	1	2	1	12
2	-1.5	0	1	-1.5	1	12
6	-6.75	0	1	6	1	12
4	-6	0	1	4	1	12
10	-16.25	0	1	-16.25	1	12
12	-15	0	1	-15	1	12
6	-5.25	0	1	6	1	12
12	-21	0	0	0	1	12
4	-3	0	0	0	1	12
12	-22.5	0	1	12	1	12
2	-3.75	0	0	0	1	12
6	-12	0	0	0	1	12
5	-8.13	0	1	5	1	12
10	-8.75	0	1	-8.75	1	12
12	-6	0	1	-6	1	12
5	-5	0	1	-5	1	12
22	0	10	0	10	1	12
12	-13.5	0	1	12	1	12
8	-7	0	1	8	1	12
4	-3.5	0	0	0	1	12
9	-12.38	0	0	0	1	12
10	-7.5	0	1	-7.5	1	12
26	0	10	1	26	1	12
12	-4.5	0	1	-4.5	1	12
8	-15	0	1	-15	1	12
2	-1.75	0	1	2	1	12
12	0	6	0	6	1	12
9	-3.38	0	1	-3.38	1	12
2	-3	0	0	0	1	12
9	-5.63	0	1	-5.63	1	12
2	-3.5	0	0	0	1	12
8	-12	0	1	8	1	12
10	-18.75	0	1	10	1	12
4	0	2	0	2	1	12
2	-2.25	0	0	0	1	12
9	-2.25	0	1	-2.25	1	12
10	-13.75	0	1	-13.75	1	12
28	0	13	1	0	1	12
4	-2.5	0	1	4	1	12
9	-15.75	0	1	9	1	12
10	-15	0	0	0	1	12
10	-10	0	1	10	1	12
9	-18	0	0	0	1	12
12	-24	0	1	-24	1	12
13	0	5	1	13	1	12
5	-1.88	0	1	-1.88	1	12
4	-4.5	0	0	0	1	12
9	-7.88	0	1	9	1	12
9	-9	0	0	0	1	12
25	0	9	0	9	1	12
12	-12	0	0	0	1	12
6	-2.25	0	1	6	1	12
8	-5	0	0	0	1	12
4	-5.5	0	0	0	1	12
2	-1.25	0	0	0	1	12
9	-13.5	0	0	0	1	12
9	-4.5	0	1	9	1	12
10	-11.25	0	0	0	1	12
6	-3	0	1	-3	1	12
10	-2.5	0	1	-2.5	1	12
12	0	4	1	12	1	12
10	-20	0	0	0	1	12
5	-3.75	0	0	0	1	12
9	-10.13	0	0	0	1	12
4	-7	0	0	0	1	12
12	-10.5	0	1	-10.5	1	12
8	-16	0	1	8	1	12
4	-7.5	0	0	0	1	12
8	0	3	1	8	1	12
6	-10.5	0	0	0	1	12
6	-9.75	0	0	0	1	12
5	-8.75	0	0	0	1	12
5	-2.5	0	1	-2.5	1	12
13	0	6	0	6	1	12
23	0	10	0	10	1	12
8	-4	0	1	-4	1	12
9	-11.25	0	0	0	1	12
5	-6.88	0	0	0	1	12
4	-4	0	0	0	1	12
10	-17.5	0	0	0	1	12
8	-13	0	0	0	1	12
26	0	12	0	12	1	12
6	-8.25	0	0	0	1	12
9	-14.63	0	0	0	1	12
8	-2	0	1	-2	1	12
10	-6.25	0	1	-6.25	1	12
8	-14	0	0	0	1	12
12	0	5	1	0	1	12
8	-10	0	0	0	1	12
30	0	12	1	0	1	12
5	-7.5	0	0	0	1	12
5	0	2	1	0	1	12
6	-3.75	0	1	6	1	12
6	-6	0	0	0	1	12
4	-2	0	1	-2	1	12
12	-7.5	0	1	-7.5	1	12
5	-6.25	0	1	5	1	12
4	-5	0	0	0	1	12
2	-2.75	0	0	0	1	12
2	-2	0	0	0	1	12
6	-9	0	0	0	1	12
5	-3.13	0	1	5	1	12
12	-9	0	0	0	1	12
4	-8	0	0	0	1	12
4	-1	0	1	4	1	12
2	0	1	0	1	1	12
9	-16.88	0	1	9	1	12
8	-6	0	0	0	1	12
2	-0.5	0	1	-0.5	1	12
6	-7.5	0	0	0	1	12
8	-3	0	1	8	1	12
12	-3	0	1	12	1	12
5	-9.38	0	0	0	1	12
6	-9.75	0	0	0	1	13
12	-13.5	0	1	12	1	13
8	-7	0	1	8	1	13
10	-7.5	0	1	-7.5	1	13
2	-2.25	0	0	0	1	13
6	-8.25	0	0	0	1	13
10	-16.25	0	0	0	1	13
