gain	loss	cert	gamble	outcome	cond	subjID
3	0	1	1	3	1	13
4	-3	0	1	4	1	13
8	-2	0	1	-2	1	13
4	-2.5	0	1	4	1	13
5	-5.63	0	0	0	1	13
5	0	2	1	0	1	13
30	0	12	0	12	1	13
9	-4.5	0	1	9	1	13
4	-7.5	0	0	0	1	13
26	0	10	0	10	1	13
10	-6.25	0	1	-6.25	1	13
2	-4	0	0	0	1	13
4	-5	0	0	0	1	13
5	-1.88	0	1	-1.88	1	13
23	0	10	0	10	1	13
8	-3	0	1	8	1	13
8	-12	0	0	0	1	13
10	-2.5	0	1	-2.5	1	13
5	-8.13	0	0	0	1	13
8	-9	0	0	0	1	13
2	-3	0	0	0	1	13
9	-11.25	0	0	0	1	13
9	-12.38	0	0	0	1	13
12	-15	0	0	0	1	13
8	-10	0	0	0	1	13
4	-1	0	1	4	1	13
8	0	3	0	3	1	13
4	-3.5	0	0	0	1	13
8	-8	0	1	-8	1	13
10	-11.25	0	0	0	1	13
10	-5	0	1	10	1	13
9	-13.5	0	0	0	1	13
2	-0.75	0	1	2	1	13
5	-4.38	0	1	-4.38	1	13
2	-1.5	0	1	-1.5	1	13
2	-3.75	0	0	0	1	13
5	-3.75	0	1	5	1	13
9	-16.88	0	0	0	1	13
9	-3.38	0	1	-3.38	1	13
5	-10	0	0	0	1	13
26	0	12	0	12	1	13
5	-9.38	0	0	0	1	13
6	-1.5	0	1	-1.5	1	13
10	-10	0	0	0	1	13
2	-1.25	0	0	0	1	13
9	-14.63	0	0	0	1	13
6	-4.5	0	1	-4.5	1	13
5	-5	0	1	-5	1	13
5	-7.5	0	0	0	1	13
8	-13	0	0	0	1	13
5	-3.13	0	0	0	1	13
8	-5	0	0	0	1	13
8	-11	0	0	0	1	13
6	-6.75	0	0	0	1	13
5	-8.75	0	0	0	1	13
2	0	1	0	1	1	13
6	-6	0	0	0	1	13
4	-5.5	0	0	0	1	13
6	-3	0	1	-3	1	13
12	-19.5	0	0	0	1	13
10	-13.75	0	0	0	1	13
10	-8.75	0	0	0	1	13
5	-6.88	0	0	0	1	13
6	-7.5	0	0	0	1	13
10	-12.5	0	0	0	1	13
9	-6.75	0	1	-6.75	1	13
8	-4	0	1	-4	1	13
2	-1	0	1	2	1	13
12	-24	0	0	0	1	13
12	-6	0	1	-6	1	13
2	-2	0	0	0	1	13
4	-7	0	0	0	1	13
12	-9	0	1	-9	1	13
6	-11.25	0	0	0	1	13
25	0	10	0	10	1	13
28	0	13	0	13	1	13
2	-2.75	0	0	0	1	13
12	-10.5	0	0	0	1	13
8	-14	0	0	0	1	13
4	-6.5	0	0	0	1	13
4	0	2	0	2	1	13
10	-15	0	0	0	1	13
12	0	5	0	5	1	13
10	-18.75	0	0	0	1	13
12	-3	0	1	12	1	13
4	-4	0	0	0	1	13
9	-7.88	0	0	0	1	13
9	-2.25	0	0	0	1	13
2	-1.75	0	0	0	1	13
12	0	6	0	6	1	13
5	-2.5	0	0	0	1	13
4	-4.5	0	0	0	1	13
8	-6	0	0	0	1	13
12	-18	0	0	0	1	13
12	-16.5	0	0	0	1	13
22	0	10	0	10	1	13
12	-21	0	0	0	1	13
12	-4.5	0	0	0	1	13
12	-12	0	0	0	1	13
19	0	8	0	8	1	13
2	-2.5	0	0	0	1	13
12	0	4	0	4	1	13
4	-2	0	0	0	1	13
9	-9	0	0	0	1	13
9	-10.13	0	0	0	1	13
6	-2.25	0	1	6	1	13
2	-0.5	0	1	-0.5	1	13
10	-3.75	0	1	10	1	13
13	0	5	0	5	1	13
4	-1.5	0	1	4	1	13
5	-1.25	0	1	5	1	13
6	-9	0	0	0	1	13
10	-17.5	0	0	0	1	13
6	-12	0	0	0	1	13
6	-5.25	0	0	0	1	13
12	-22.5	0	0	0	1	13
8	-16	0	0	0	1	13
9	-15.75	0	0	0	1	13
10	-20	0	0	0	1	13
13	0	6	0	6	1	13
4	-8	0	0	0	1	13
12	-7.5	0	0	0	1	13
9	-18	0	0	0	1	13
2	-3.25	0	0	0	1	13
7	0	3	0	3	1	13
6	-3.75	0	1	6	1	13
5	-6.25	0	0	0	1	13
8	-15	0	0	0	1	13
25	0	9	0	9	1	13
2	-3.5	0	0	0	1	13
6	-10.5	0	0	0	1	13
9	-11.25	0	0	0	1	14
8	-16	0	0	0	1	14
9	-5.63	0	1	-5.63	1	14
9	-4.5	0	1	9	1	14
2	-2	0	1	2	1	14
12	-19.5	0	0	0	1	14
4	-4.5	0	0	0	1	14
2	-3.75	0	0	0	1	14
2	-2.25	0	0	0	1	14
12	-4.5	0	1	-4.5	1	14
9	-10.13	0	0	0	1	14
12	-3	0	1	12	1	14
10	-17.5	0	0	0	1	14
5	-4.38	0	1	-4.38	1	14
5	-7.5	0	1	5	1	14
6	-11.25	0	0	0	1	14
2	-1.5	0	1	-1.5	1	14
9	-6.75	0	1	-6.75	1	14
4	-7	0	0	0	1	14
8	-7	0	1	8	1	14
2	-1.75	0	1	2	1	14
2	-1	0	1	2	1	14
10	-6.25	0	1	-6.25	1	14
6	-6.75	0	1	6	1	14
9	-2.25	0	1	-2.25	1	14
2	-0.75	0	1	2	1	14
12	0	4	1	12	1	14
6	-3	0	1	-3	1	14
3	0	1	1	3	1	14
2	-3	0	0	0	1	14
10	-13.75	0	1	-13.75	1	14
6	-2.25	0	1	6	1	14
5	-1.88	0	1	-1.88	1	14
12	-13.5	0	1	12	1	14
22	0	10	0	10	1	14
9	-12.38	0	1	9	1	14
26	0	10	1	26	1	14
12	-10.5	0	1	-10.5	1	14
10	-2.5	0	1	-2.5	1	14
25	0	10	0	10	1	14
9	-15.75	0	1	9	1	14
7	0	3	1	0	1	14
10	-10	0	1	10	1	14
12	-15	0	0	0	1	14
12	0	6	1	0	1	14
6	-4.5	0	1	-4.5	1	14
8	-13	0	0	0	1	14
10	-16.25	0	0	0	1	14
5	-1.25	0	1	5	1	14
4	-4	0	1	4	1	14
5	-3.75	0	1	5	1	14
6	-8.25	0	1	-8.25	1	14
8	-15	0	1	-15	1	14
8	-8	0	1	-8	1	14
2	-2.75	0	0	0	1	14
6	-12	0	1	-12	1	14
2	0	1	1	2	1	14
2	-1.25	0	1	-1.25	1	14
9	-18	0	1	9	1	14
6	-9	0	0	0	1	14
10	-8.75	0	1	-8.75	1	14
4	-7.5	0	0	0	1	14
13	0	6	1	0	1	14
10	-11.25	0	1	10	1	14
4	-3	0	0	0	1	14
10	-5	0	1	10	1	14
8	-2	0	1	-2	1	14
4	-2.5	0	0	0	1	14
2	-3.5	0	0	0	1	14
2	-2.5	0	1	2	1	14
6	-3.75	0	1	6	1	14
8	-3	0	1	8	1	14
2	-3.25	0	0	0	1	14
8	-9	0	1	-9	1	14
6	-6	0	1	-6	1	14
8	-11	0	1	8	1	14
5	-8.75	0	0	0	1	14
6	-9.75	0	0	0	1	14
12	-24	0	1	-24	1	14
4	-6.5	0	1	-6.5	1	14
5	-10	0	1	5	1	14
30	0	12	1	0	1	14
12	-18	0	1	12	1	14
9	-9	0	0	0	1	14
5	-5	0	1	-5	1	14
5	-9.38	0	1	-9.38	1	14
10	-12.5	0	1	-12.5	1	14
10	-18.75	0	0	0	1	14
5	-2.5	0	1	-2.5	1	14
9	-14.63	0	1	9	1	14
28	0	13	1	0	1	14
5	-6.88	0	1	-6.88	1	14
4	-3.5	0	1	-3.5	1	14
12	-16.5	0	1	12	1	14
5	-8.13	0	0	0	1	14
9	-16.88	0	0	0	1	14
9	-3.38	0	1	-3.38	1	14
12	0	5	1	0	1	14
4	-8	0	0	0	1	14
8	-12	0	1	8	1	14
8	-4	0	1	-4	1	14
2	-4	0	0	0	1	14
12	-9	0	1	-9	1	14
4	-1.5	0	1	4	1	14
6	-10.5	0	0	0	1	14
5	-3.13	0	1	5	1	14
10	-15	0	1	10	1	14
23	0	10	0	10	1	14
12	-7.5	0	1	-7.5	1	14
2	-0.5	0	1	-0.5	1	14
4	0	2	0	2	1	14
6	-1.5	0	1	-1.5	1	14
4	-1	0	1	4	1	14
10	-20	0	0	0	1	14
12	-22.5	0	1	12	1	14
25	0	9	0	9	1	14
13	0	5	1	13	1	14
6	-5.25	0	1	6	1	14
9	-13.5	0	0	0	1	14
5	0	2	0	2	1	14
12	-6	0	1	-6	1	14
5	-6.25	0	1	5	1	14
10	-3.75	0	1	10	1	14
9	-7.88	0	0	0	1	14
8	-6	0	1	-6	1	14
4	-5.5	0	0	0	1	14
19	0	8	0	8	1	14
10	-7.5	0	1	-7.5	1	14
4	-6	0	0	0	1	14
8	-14	0	0	0	1	14
8	0	3	0	3	1	14
12	-21	0	0	0	1	14
4	-2	0	1	-2	1	14
4	-5	0	1	4	1	14
6	-7.5	0	1	-7.5	1	14
12	-12	0	1	-12	1	14
8	-5	0	1	-5	1	14
26	0	12	0	12	1	14
8	-10	0	1	-10	1	14
5	-5.63	0	1	-5.63	1	14
2	-1	0	1	2	1	15
9	-6.75	0	1	-6.75	1	15
2	-4	0	0	0	1	15
2	-3.25	0	1	2	1	15
4	-6.5	0	1	-6.5	1	15
5	-5.63	0	1	-5.63	1	15
8	-8	0	1	-8	1	15
12	-18	0	1	12	1	15
2	-2.5	0	1	2	1	15
3	0	1	0	1	1	15
12	-16.5	0	1	12	1	15
10	-12.5	0	1	-12.5	1	15
5	-1.25	0	1	5	1	15
19	0	8	0	8	1	15
8	-9	0	1	-9	1	15
5	-10	0	1	5	1	15
25	0	10	1	25	1	15
7	0	3	0	3	1	15
6	-11.25	0	0	0	1	15
6	-1.5	0	1	-1.5	1	15
4	-1.5	0	1	4	1	15
10	-5	0	1	10	1	15
10	-3.75	0	1	10	1	15
6	-4.5	0	1	-4.5	1	15
12	-19.5	0	1	12	1	15
5	-4.38	0	1	-4.38	1	15
8	-11	0	0	0	1	15
2	-0.75	0	1	2	1	15
2	-1.5	0	1	-1.5	1	15
6	-6.75	0	1	6	1	15
4	-6	0	1	4	1	15
10	-16.25	0	1	-16.25	1	15
12	-15	0	1	-15	1	15
6	-5.25	0	1	6	1	15
12	-21	0	1	12	1	15
4	-3	0	1	4	1	15
12	-22.5	0	0	0	1	15
2	-3.75	0	1	-3.75	1	15
6	-12	0	0	0	1	15
5	-8.13	0	1	5	1	15
10	-8.75	0	1	-8.75	1	15
12	-6	0	1	-6	1	15
5	-5	0	1	-5	1	15
22	0	10	1	22	1	15
12	-13.5	0	1	12	1	15
8	-7	0	0	0	1	15
4	-3.5	0	1	-3.5	1	15
9	-12.38	0	1	9	1	15
10	-7.5	0	1	-7.5	1	15
26	0	10	0	10	1	15
12	-4.5	0	1	-4.5	1	15
8	-15	0	1	-15	1	15
2	-1.75	0	1	2	1	15
12	0	6	1	0	1	15
9	-3.38	0	1	-3.38	1	15
2	-3	0	1	-3	1	15
9	-5.63	0	1	-5.63	1	15
2	-3.5	0	1	-3.5	1	15
8	-12	0	1	8	1	15
10	-18.75	0	1	10	1	15
4	0	2	1	4	1	15
2	-2.25	0	1	2	1	15
9	-2.25	0	1	-2.25	1	15
10	-13.75	0	1	-13.75	1	15
28	0	13	1	0	1	15
4	-2.5	0	1	4	1	15
9	-15.75	0	0	0	1	15
10	-15	0	0	0	1	15
10	-10	0	1	10	1	15
9	-18	0	0	0	1	15
12	-24	0	0	0	1	15
13	0	5	0	5	1	15
5	-1.88	0	1	-1.88	1	15
4	-4.5	0	1	4	1	15
9	-7.88	0	1	9	1	15
9	-9	0	1	9	1	15
25	0	9	1	0	1	15
12	-12	0	1	-12	1	15
6	-2.25	0	1	6	1	15
8	-5	0	1	-5	1	15
4	-5.5	0	1	-5.5	1	15
2	-1.25	0	1	-1.25	1	15
9	-13.5	0	1	-13.5	1	15
9	-4.5	0	1	9	1	15
10	-11.25	0	1	10	1	15
6	-3	0	1	-3	1	15
10	-2.5	0	1	-2.5	1	15
12	0	4	1	12	1	15
10	-20	0	0	0	1	15
5	-3.75	0	1	5	1	15
9	-10.13	0	1	-10.13	1	15
4	-7	0	1	-7	1	15
12	-10.5	0	1	-10.5	1	15
8	-16	0	1	8	1	15
4	-7.5	0	1	4	1	15
8	0	3	0	3	1	15
6	-10.5	0	0	0	1	15
6	-9.75	0	1	-9.75	1	15
5	-8.75	0	1	5	1	15
5	-2.5	0	1	-2.5	1	15
13	0	6	0	6	1	15
23	0	10	1	0	1	15
8	-4	0	1	-4	1	15
9	-11.25	0	1	9	1	15
5	-6.88	0	1	-6.88	1	15
4	-4	0	1	4	1	15
10	-17.5	0	0	0	1	15
8	-13	0	1	8	1	15
26	0	12	0	12	1	15
6	-8.25	0	0	0	1	15
9	-14.63	0	0	0	1	15
8	-2	0	1	-2	1	15
10	-6.25	0	1	-6.25	1	15
8	-14	0	1	8	1	15
12	0	5	1	0	1	15
8	-10	0	1	-10	1	15
30	0	12	1	0	1	15
5	-7.5	0	1	5	1	15
5	0	2	1	0	1	15
6	-3.75	0	1	6	1	15
6	-6	0	1	-6	1	15
4	-2	0	1	-2	1	15
12	-7.5	0	1	-7.5	1	15
5	-6.25	0	1	5	1	15
4	-5	0	1	4	1	15
2	-2.75	0	1	-2.75	1	15
2	-2	0	1	2	1	15
6	-9	0	1	-9	1	15
5	-3.13	0	1	5	1	15
12	-9	0	1	-9	1	15
4	-8	0	1	-8	1	15
4	-1	0	1	4	1	15
2	0	1	0	1	1	15
9	-16.88	0	1	9	1	15
8	-6	0	1	-6	1	15
2	-0.5	0	1	-0.5	1	15
6	-7.5	0	1	-7.5	1	15
8	-3	0	1	8	1	15
12	-3	0	1	12	1	15
5	-9.38	0	0	0	1	15
6	-9.75	0	0	0	1	16
12	-13.5	0	1	12	1	16
8	-7	0	0	0	1	16
10	-7.5	0	1	-7.5	1	16
2	-2.25	0	1	2	1	16
6	-8.25	0	0	0	1	16
10	-16.25	0	1	-16.25	1	16
3	0	1	1	3	1	16
4	-3	0	1	4	1	16
8	-2	0	1	-2	1	16
4	-2.5	0	1	4	1	16
5	-5.63	0	0	0	1	16
5	0	2	0	2	1	16
30	0	12	1	0	1	16
9	-4.5	0	1	9	1	16
4	-7.5	0	0	0	1	16
26	0	10	1	26	1	16
10	-6.25	0	1	-6.25	1	16
2	-4	0	1	-4	1	16
4	-5	0	0	0	1	16
5	-1.88	0	1	-1.88	1	16
23	0	10	1	0	1	16
8	-3	0	1	8	1	16
8	-12	0	1	8	1	16
10	-2.5	0	0	0	1	16
5	-8.13	0	0	0	1	16
8	-9	0	1	-9	1	16
2	-3	0	1	-3	1	16
9	-11.25	0	1	9	1	16
9	-12.38	0	0	0	1	16
12	-15	0	1	-15	1	16
8	-10	0	0	0	1	16
4	-1	0	1	4	1	16
8	0	3	1	8	1	16
4	-3.5	0	0	0	1	16
8	-8	0	0	0	1	16
10	-11.25	0	0	0	1	16
10	-5	0	1	10	1	16
9	-13.5	0	0	0	1	16
2	-0.75	0	1	2	1	16
5	-4.38	0	1	-4.38	1	16
2	-1.5	0	1	-1.5	1	16
2	-3.75	0	1	-3.75	1	16
5	-3.75	0	1	5	1	16
9	-16.88	0	0	0	1	16
9	-3.38	0	1	-3.38	1	16
5	-10	0	0	0	1	16
26	0	12	1	0	1	16
5	-9.38	0	0	0	1	16
6	-1.5	0	1	-1.5	1	16
10	-10	0	1	10	1	16
2	-1.25	0	1	-1.25	1	16
9	-14.63	0	0	0	1	16
6	-4.5	0	1	-4.5	1	16
5	-5	0	1	-5	1	16
5	-7.5	0	0	0	1	16
8	-13	0	0	0	1	16
5	-3.13	0	1	5	1	16
8	-5	0	1	-5	1	16
8	-11	0	1	8	1	16
6	-6.75	0	1	6	1	16
5	-8.75	0	1	5	1	16
2	0	1	1	2	1	16
9	-5.63	0	1	-5.63	1	16
6	-6	0	1	-6	1	16
4	-5.5	0	0	0	1	16
6	-3	0	1	-3	1	16
12	-19.5	0	1	12	1	16
10	-13.75	0	0	0	1	16
10	-8.75	0	1	-8.75	1	16
5	-6.88	0	1	-6.88	1	16
6	-7.5	0	0	0	1	16
10	-12.5	0	1	-12.5	1	16
9	-6.75	0	1	-6.75	1	16
4	-6	0	1	4	1	16
8	-4	0	1	-4	1	16
2	-1	0	1	2	1	16
12	-24	0	0	0	1	16
12	-6	0	1	-6	1	16
2	-2	0	1	2	1	16
4	-7	0	0	0	1	16
12	-9	0	1	-9	1	16
6	-11.25	0	0	0	1	16
25	0	10	1	25	1	16
28	0	13	1	0	1	16
2	-2.75	0	1	-2.75	1	16
12	-10.5	0	0	0	1	16
8	-14	0	0	0	1	16
4	-6.5	0	0	0	1	16
4	0	2	1	4	1	16
10	-15	0	0	0	1	16
12	0	5	1	0	1	16
10	-18.75	0	0	0	1	16
12	-3	0	1	12	1	16
4	-4	0	1	4	1	16
9	-7.88	0	1	9	1	16
9	-2.25	0	1	-2.25	1	16
2	-1.75	0	1	2	1	16
12	0	6	1	0	1	16
5	-2.5	0	1	-2.5	1	16
4	-4.5	0	1	4	1	16
8	-6	0	1	-6	1	16
12	-18	0	0	0	1	16
12	-16.5	0	1	12	1	16
22	0	10	0	10	1	16
12	-21	0	0	0	1	16
12	-4.5	0	1	-4.5	1	16
12	-12	0	1	-12	1	16
19	0	8	1	19	1	16
2	-2.5	0	1	2	1	16
12	0	4	1	12	1	16
4	-2	0	1	-2	1	16
9	-9	0	0	0	1	16
9	-10.13	0	0	0	1	16
6	-2.25	0	1	6	1	16
2	-0.5	0	1	-0.5	1	16
10	-3.75	0	1	10	1	16
13	0	5	1	13	1	16
4	-1.5	0	1	4	1	16
5	-1.25	0	1	5	1	16
6	-9	0	1	-9	1	16
10	-17.5	0	0	0	1	16
6	-12	0	0	0	1	16
6	-5.25	0	1	6	1	16
12	-22.5	0	1	12	1	16
8	-16	0	0	0	1	16
9	-15.75	0	1	9	1	16
10	-20	0	1	10	1	16
13	0	6	1	0	1	16
4	-8	0	0	0	1	16
12	-7.5	0	1	-7.5	1	16
9	-18	0	0	0	1	16
2	-3.25	0	1	2	1	16
7	0	3	1	0	1	16
6	-3.75	0	1	6	1	16
5	-6.25	0	1	5	1	16
8	-15	0	0	0	1	16
25	0	9	1	0	1	16
2	-3.5	0	1	-3.5	1	16
6	-10.5	0	1	-10.5	1	16
9	-10.13	0	0	0	1	17
12	-10.5	0	0	0	1	17
25	0	10	0	10	1	17
4	-7	0	0	0	1	17
9	-7.88	0	0	0	1	17
5	-3.13	0	0	0	1	17
5	-8.13	0	0	0	1	17
8	-7	0	0	0	1	17
12	-6	0	0	0	1	17
12	-24	0	0	0	1	17
12	-21	0	0	0	1	17
4	-2.5	0	0	0	1	17
6	-9	0	0	0	1	17
10	-15	0	0	0	1	17
8	-6	0	0	0	1	17
13	0	6	1	0	1	17
6	-12	0	0	0	1	17
6	-4.5	0	0	0	1	17
9	-16.88	0	0	0	1	17
10	-18.75	0	0	0	1	17
9	-3.38	0	1	-3.38	1	17
6	-9.75	0	0	0	1	17
2	-1.75	0	0	0	1	17
5	0	2	1	0	1	17
8	-5	0	0	0	1	17
8	-9	0	0	0	1	17
12	0	6	1	0	1	17
12	0	4	1	12	1	17
2	-2.5	0	0	0	1	17
6	-3	0	0	0	1	17
10	-7.5	0	0	0	1	17
5	-2.5	0	0	0	1	17
5	-3.75	0	0	0	1	17
10	-3.75	0	0	0	1	17
2	-3	0	0	0	1	17
10	-6.25	0	0	0	1	17
4	-7.5	0	0	0	1	17
8	-16	0	0	0	1	17
5	-6.25	0	0	0	1	17
4	0	2	1	4	1	17
10	-11.25	0	0	0	1	17
5	-6.88	0	0	0	1	17
5	-7.5	0	0	0	1	17
26	0	12	1	0	1	17
8	-13	0	0	0	1	17
4	-4.5	0	0	0	1	17
8	-10	0	0	0	1	17
6	-3.75	0	0	0	1	17
5	-5.63	0	0	0	1	17
9	-18	0	0	0	1	17
12	-13.5	0	0	0	1	17
7	0	3	1	0	1	17
8	-14	0	0	0	1	17
2	-1.5	0	0	0	1	17
10	-2.5	0	1	-2.5	1	17
13	0	5	1	13	1	17
9	-15.75	0	0	0	1	17
8	-12	0	0	0	1	17
28	0	13	1	0	1	17
6	-7.5	0	0	0	1	17
10	-16.25	0	0	0	1	17
12	-7.5	0	0	0	1	17
5	-5	0	0	0	1	17
2	-2	0	0	0	1	17
22	0	10	1	22	1	17
2	-1	0	0	0	1	17
3	0	1	1	3	1	17
4	-5.5	0	0	0	1	17
2	-2.25	0	0	0	1	17
6	-2.25	0	0	0	1	17
4	-6.5	0	0	0	1	17
9	-12.38	0	0	0	1	17
10	-13.75	0	0	0	1	17
10	-17.5	0	0	0	1	17
4	-5	0	0	0	1	17
9	-11.25	0	0	0	1	17
10	-10	0	0	0	1	17
2	-3.25	0	0	0	1	17
5	-8.75	0	0	0	1	17
5	-10	0	0	0	1	17
9	-2.25	0	1	-2.25	1	17
6	-6.75	0	0	0	1	17
12	-16.5	0	0	0	1	17
9	-14.63	0	0	0	1	17
4	-8	0	0	0	1	17
6	-5.25	0	0	0	1	17
9	-6.75	0	0	0	1	17
12	-12	0	0	0	1	17
4	-1	0	1	4	1	17
12	-15	0	0	0	1	17
4	-3.5	0	0	0	1	17
2	-1.25	0	0	0	1	17
30	0	12	1	0	1	17
12	-19.5	0	0	0	1	17
12	-3	0	0	0	1	17
5	-1.25	0	0	0	1	17
5	-1.88	0	0	0	1	17
2	-3.5	0	0	0	1	17
12	-9	0	0	0	1	17
10	-20	0	0	0	1	17
8	-4	0	0	0	1	17
12	0	5	1	0	1	17
2	0	1	1	2	1	17
4	-1.5	0	0	0	1	17
2	-3.75	0	0	0	1	17
6	-10.5	0	0	0	1	17
4	-2	0	0	0	1	17
23	0	10	1	0	1	17
12	-18	0	0	0	1	17
6	-8.25	0	0	0	1	17
26	0	10	1	26	1	17
10	-8.75	0	0	0	1	17
2	-0.75	0	0	0	1	17
5	-9.38	0	0	0	1	17
25	0	9	1	0	1	17
9	-4.5	0	0	0	1	17
10	-5	0	0	0	1	17
2	-4	0	0	0	1	17
2	-2.75	0	0	0	1	17
4	-6	0	0	0	1	17
10	-12.5	0	0	0	1	17
12	-22.5	0	0	0	1	17
4	-4	0	0	0	1	17
2	-0.5	0	0	0	1	17
8	-2	0	1	-2	1	17
4	-3	0	0	0	1	17
6	-11.25	0	0	0	1	17
8	-15	0	0	0	1	17
8	-11	0	0	0	1	17
12	-4.5	0	0	0	1	17
19	0	8	1	19	1	17
6	-6	0	0	0	1	17
5	-4.38	0	0	0	1	17
9	-9	0	0	0	1	17
6	-1.5	0	0	0	1	17
9	-13.5	0	0	0	1	17
9	-5.63	0	0	0	1	17
8	-8	0	0	0	1	17
8	0	3	1	8	1	17
8	-3	0	0	0	1	17
9	-11.25	0	1	9	1	18
8	-16	0	0	0	1	18
9	-5.63	0	1	-5.63	1	18
9	-4.5	0	1	9	1	18
2	-2	0	1	2	1	18
12	-19.5	0	0	0	1	18
4	-4.5	0	1	4	1	18
2	-3.75	0	0	0	1	18
2	-2.25	0	0	0	1	18
12	-4.5	0	1	-4.5	1	18
9	-10.13	0	1	-10.13	1	18
12	-3	0	1	12	1	18
10	-17.5	0	0	0	1	18
5	-4.38	0	1	-4.38	1	18
5	-7.5	0	0	0	1	18
6	-11.25	0	0	0	1	18
2	-1.5	0	1	-1.5	1	18
9	-6.75	0	1	-6.75	1	18
4	-7	0	1	-7	1	18
8	-7	0	1	8	1	18
2	-1.75	0	1	2	1	18
2	-1	0	1	2	1	18
10	-6.25	0	1	-6.25	1	18
6	-6.75	0	1	6	1	18
9	-2.25	0	1	-2.25	1	18
2	-0.75	0	1	2	1	18
12	0	4	0	4	1	18
6	-3	0	1	-3	1	18
3	0	1	1	3	1	18
2	-3	0	0	0	1	18
10	-13.75	0	0	0	1	18
6	-2.25	0	1	6	1	18
5	-1.88	0	1	-1.88	1	18
12	-13.5	0	1	12	1	18
22	0	10	0	10	1	18
9	-12.38	0	0	0	1	18
26	0	10	0	10	1	18
12	-10.5	0	1	-10.5	1	18
10	-2.5	0	1	-2.5	1	18
25	0	10	0	10	1	18
9	-15.75	0	0	0	1	18
7	0	3	1	0	1	18
10	-10	0	0	0	1	18
12	-15	0	0	0	1	18
12	0	6	0	6	1	18
6	-4.5	0	1	-4.5	1	18
8	-13	0	0	0	1	18
10	-16.25	0	0	0	1	18
5	-1.25	0	1	5	1	18
4	-4	0	1	4	1	18
5	-3.75	0	1	5	1	18
6	-8.25	0	0	0	1	18
8	-15	0	0	0	1	18
8	-8	0	1	-8	1	18
2	-2.75	0	1	-2.75	1	18
6	-12	0	0	0	1	18
2	0	1	1	2	1	18
2	-1.25	0	1	-1.25	1	18
9	-18	0	0	0	1	18
6	-9	0	0	0	1	18
10	-8.75	0	1	-8.75	1	18
4	-7.5	0	0	0	1	18
13	0	6	0	6	1	18
10	-11.25	0	1	10	1	18
4	-3	0	1	4	1	18
10	-5	0	1	10	1	18
8	-2	0	1	-2	1	18
4	-2.5	0	1	4	1	18
2	-3.5	0	0	0	1	18
2	-2.5	0	0	0	1	18
6	-3.75	0	1	6	1	18
8	-3	0	1	8	1	18
2	-3.25	0	0	0	1	18
8	-9	0	0	0	1	18
6	-6	0	0	0	1	18
8	-11	0	0	0	1	18
5	-8.75	0	0	0	1	18
6	-9.75	0	0	0	1	18
12	-24	0	0	0	1	18
4	-6.5	0	0	0	1	18
5	-10	0	0	0	1	18
30	0	12	1	0	1	18
12	-18	0	0	0	1	18
9	-9	0	0	0	1	18
5	-5	0	1	-5	1	18
5	-9.38	0	0	0	1	18
10	-12.5	0	0	0	1	18
10	-18.75	0	0	0	1	18
5	-2.5	0	1	-2.5	1	18
9	-14.63	0	0	0	1	18
28	0	13	0	13	1	18
5	-6.88	0	0	0	1	18
4	-3.5	0	1	-3.5	1	18
12	-16.5	0	0	0	1	18
5	-8.13	0	0	0	1	18
9	-16.88	0	0	0	1	18
9	-3.38	0	1	-3.38	1	18
12	0	5	1	0	1	18
4	-8	0	0	0	1	18
8	-12	0	0	0	1	18
8	-4	0	1	-4	1	18
2	-4	0	1	-4	1	18
12	-9	0	1	-9	1	18
4	-1.5	0	1	4	1	18
6	-10.5	0	0	0	1	18
5	-3.13	0	1	5	1	18
10	-15	0	0	0	1	18
23	0	10	0	10	1	18
12	-7.5	0	1	-7.5	1	18
2	-0.5	0	1	-0.5	1	18
4	0	2	1	4	1	18
6	-1.5	0	1	-1.5	1	18
4	-1	0	1	4	1	18
10	-20	0	0	0	1	18
12	-22.5	0	0	0	1	18
25	0	9	1	0	1	18
13	0	5	1	13	1	18
6	-5.25	0	1	6	1	18
9	-13.5	0	0	0	1	18
5	0	2	1	0	1	18
12	-6	0	1	-6	1	18
5	-6.25	0	0	0	1	18
10	-3.75	0	1	10	1	18
9	-7.88	0	1	9	1	18
8	-6	0	1	-6	1	18
4	-5.5	0	0	0	1	18
19	0	8	0	8	1	18
10	-7.5	0	1	-7.5	1	18
4	-6	0	0	0	1	18
8	-14	0	0	0	1	18
8	0	3	1	8	1	18
12	-21	0	0	0	1	18
4	-2	0	1	-2	1	18
4	-5	0	0	0	1	18
6	-7.5	0	0	0	1	18
12	-12	0	0	0	1	18
8	-5	0	1	-5	1	18
26	0	12	0	12	1	18
8	-10	0	0	0	1	18
5	-5.63	0	0	0	1	18
2	-1	0	1	2	1	19
9	-6.75	0	1	-6.75	1	19
2	-4	0	0	0	1	19
2	-3.25	0	0	0	1	19
4	-6.5	0	1	-6.5	1	19
5	-5.63	0	1	-5.63	1	19
8	-8	0	1	-8	1	19
12	-18	0	1	12	1	19
2	-2.5	0	0	0	1	19
3	0	1	1	3	1	19
12	-16.5	0	1	12	1	19
10	-12.5	0	0	0	1	19
5	-1.25	0	1	5	1	19
19	0	8	1	19	1	19
8	-9	0	0	0	1	19
5	-10	0	0	0	1	19
25	0	10	1	25	1	19
7	0	3	1	0	1	19
6	-11.25	0	0	0	1	19
6	-1.5	0	1	-1.5	1	19
