subjID	trial	delay_later	amount_later	delay_sooner	amount_sooner	choice
5	15	6	13.2	0	10	1
5	16	1	11	0	10	1
5	17	85	24.4	0	10	1
5	18	1	41.9	0	10	1
5	19	15	14.2	0	10	0
5	20	15	20.7	0	10	1
5	21	15	10.5	0	10	0
5	22	6	10.5	0	10	1
5	23	85	45	0	10	1
5	24	28	16.9	0	10	1
5	25	1	21.3	0	10	1
5	26	6	14	0	10	1
5	27	28	13.4	0	10	0
5	28	6	17.4	0	10	1
5	29	170	33.9	0	10	0
5	30	15	18.6	0	10	1
5	31	85	45	0	10	1
5	32	28	13.4	0	10	0
5	33	15	10.5	0	10	0
5	34	15	49	0	10	1
5	35	170	43.3	0	10	1
5	36	15	39.6	0	10	1
5	37	85	18.4	0	10	0
5	38	170	49.8	0	10	1
5	39	15	10.7	0	10	0
5	40	170	24.4	0	10	0
5	41	15	39.6	0	10	1
5	42	28	41.1	0	10	1
5	43	85	27.3	0	10	1
5	44	1	18	0	10	1
5	45	1	12.5	0	10	1
5	46	1	11.8	0	10	0
5	47	28	15.5	0	10	0
5	48	170	15	0	10	0
5	49	28	21.1	0	10	1
5	50	6	11	0	10	0
5	51	28	31.4	0	10	1
5	52	1	31.6	0	10	1
5	53	15	20.7	0	10	1
5	54	28	31.4	0	10	1
5	55	1	11.2	0	10	1
5	56	6	11	0	10	1
5	57	6	10.5	0	10	1
5	58	15	10.7	0	10	1
5	59	28	13	0	10	0
5	60	85	26	0	10	1
5	61	6	35.1	0	10	1
5	62	170	35.6	0	10	1
5	63	85	27.3	0	10	1
5	64	85	30.9	0	10	1
5	65	1	41.9	0	10	1
5	66	170	35.6	0	10	1
5	67	28	15.5	0	10	1
5	68	1	11.2	0	10	1
5	69	170	49.8	0	10	1
5	70	15	12.5	0	10	0
5	71	85	19.5	0	10	1
5	72	6	16.7	0	10	1
5	73	1	10.7	0	10	1
5	74	6	44	0	10	1
5	75	170	29.7	0	10	1
5	76	6	17.4	0	10	1
5	77	1	21.3	0	10	1
5	78	170	38.3	0	10	0
5	79	170	24.4	0	10	0
5	80	6	35.1	0	10	1
5	81	1	12.5	0	10	1
5	82	1	11.8	0	10	1
5	83	28	12	0	10	1
5	84	28	12	0	10	1
5	85	85	36.1	0	10	1
5	86	170	29.7	0	10	1
5	87	170	43.3	0	10	1
5	88	1	11	0	10	0
5	89	85	24.4	0	10	0
5	90	15	30.1	0	10	1
5	91	6	14	0	10	0
5	92	170	38.3	0	10	1
5	93	6	44	0	10	1
5	94	6	16.7	0	10	1
5	95	6	26.3	0	10	1
5	96	28	16.9	0	10	0
5	97	85	10.5	0	10	0
5	98	15	18.6	0	10	1
5	99	28	21.1	0	10	1
5	100	170	15	0	10	0
5	101	15	49	0	10	1
5	102	170	41.3	0	10	1
5	103	6	13.2	0	10	1
5	104	85	19.5	0	10	1
5	105	6	26.3	0	10	1
5	106	28	41.1	0	10	1
5	107	1	18	0	10	1
5	108	15	12.5	0	10	0
6	1	15	18.6	0	10	1
6	2	1	10.7	0	10	1
6	3	1	11.2	0	10	1
6	4	15	18.6	0	10	1
6	5	28	16.9	0	10	1
6	6	85	27.3	0	10	1
6	7	28	13	0	10	1
6	8	15	10.7	0	10	0
6	9	170	33.9	0	10	1
6	10	15	14.2	0	10	1
6	11	15	10.5	0	10	1
6	12	170	33.9	0	10	1
6	13	15	39.6	0	10	1
6	14	1	11.8	0	10	1
6	15	15	10.7	0	10	0
6	16	28	21.1	0	10	1
6	17	85	18.4	0	10	0
6	18	1	18	0	10	1
6	19	1	11	0	10	1
6	20	15	12.5	0	10	1
6	21	170	38.3	0	10	1
6	22	1	11	0	10	0
6	23	6	16.7	0	10	0
6	24	28	16.9	0	10	1
6	25	6	17.4	0	10	1
6	26	1	12.5	0	10	1
6	27	85	18.4	0	10	0
6	28	28	31.4	0	10	1
6	29	6	26.3	0	10	1
6	30	85	45	0	10	1
6	31	85	24.4	0	10	1
6	32	6	16.7	0	10	1
6	33	85	10.5	0	10	0
6	34	6	44	0	10	1
6	35	1	12.5	0	10	1
6	36	170	15	0	10	0
6	37	170	15	0	10	0
6	38	15	39.6	0	10	1
6	39	85	19.5	0	10	1
6	40	15	10.5	0	10	1
6	41	85	27.3	0	10	1
6	42	170	29.7	0	10	1
6	43	170	24.4	0	10	1
6	44	15	14.2	0	10	0
6	45	6	11	0	10	1
6	46	1	41.9	0	10	1
6	47	1	31.6	0	10	1
6	48	28	13.4	0	10	1
6	49	15	30.1	0	10	1
6	50	28	41.1	0	10	1
6	51	28	13	0	10	1
6	52	85	19.5	0	10	1
6	53	170	43.3	0	10	1
6	54	28	41.1	0	10	1
6	55	6	17.4	0	10	1
6	56	15	20.7	0	10	1
6	57	15	30.1	0	10	1
6	58	170	49.8	0	10	1
6	59	85	36.1	0	10	1
6	60	85	30.9	0	10	1
6	61	170	35.6	0	10	1
6	62	15	20.7	0	10	1
6	63	1	11.2	0	10	0
6	64	170	24.4	0	10	1
6	65	28	21.7	0	10	1
6	66	1	10.7	0	10	1
6	67	85	45	0	10	1
6	68	6	10.5	0	10	1
6	69	15	12.5	0	10	1
6	70	28	31.4	0	10	1
6	71	170	38.3	0	10	1
6	72	1	18	0	10	1
6	73	1	21.3	0	10	1
6	74	6	35.1	0	10	1
6	75	28	13.4	0	10	0
6	76	85	10.5	0	10	0
6	77	28	12	0	10	1
6	78	6	10.5	0	10	1
6	79	1	11.8	0	10	1
6	80	6	13.2	0	10	1
6	81	1	41.9	0	10	1
6	82	85	36.1	0	10	1
6	83	28	15.5	0	10	1
6	84	85	30.9	0	10	1
6	85	170	43.3	0	10	1
6	86	85	26	0	10	1
6	87	28	21.1	0	10	1
6	88	28	15.5	0	10	0
6	89	6	11	0	10	1
6	90	1	31.6	0	10	1
6	91	170	49.8	0	10	1
6	92	1	21.3	0	10	1
6	93	28	21.7	0	10	1
6	94	170	41.3	0	10	1
6	95	15	49	0	10	1
6	96	6	35.1	0	10	1
6	97	15	49	0	10	1
6	98	6	26.3	0	10	1
6	99	28	12	0	10	1
6	100	6	14	0	10	1
6	101	6	44	0	10	1
6	102	170	29.7	0	10	1
6	103	6	14	0	10	1
6	104	170	35.6	0	10	1
6	105	85	26	0	10	1
6	106	6	13.2	0	10	1
6	107	170	41.3	0	10	1
6	108	85	24.4	0	10	1
7	1	28	13	0	10	1
7	2	28	41.1	0	10	1
7	3	170	29.7	0	10	0
7	4	1	10.7	0	10	1
7	5	6	17.4	0	10	1
7	6	15	12.5	0	10	1
7	7	15	18.6	0	10	1
7	8	170	24.4	0	10	0
7	9	1	11	0	10	1
7	10	28	16.9	0	10	1
7	11	170	41.3	0	10	1
7	12	15	10.5	0	10	0
7	13	6	10.5	0	10	1
7	14	28	12	0	10	1
7	15	170	24.4	0	10	1
7	16	1	10.7	0	10	0
7	17	6	35.1	0	10	1
7	18	85	19.5	0	10	0
7	19	6	26.3	0	10	1
7	20	85	26	0	10	1
7	21	1	11.2	0	10	1
7	22	6	16.7	0	10	1
7	23	28	31.4	0	10	1
7	24	170	35.6	0	10	0
7	25	1	21.3	0	10	1
7	26	15	20.7	0	10	1
7	27	15	14.2	0	10	1
7	28	85	24.4	0	10	1
7	29	1	11	0	10	1
7	30	85	27.3	0	10	1
7	31	15	18.6	0	10	1
7	32	6	16.7	0	10	1
7	33	28	21.1	0	10	1
7	34	15	39.6	0	10	1
7	35	28	31.4	0	10	1
7	36	1	11.8	0	10	1
7	37	170	38.3	0	10	1
7	38	1	12.5	0	10	1
7	39	1	11.8	0	10	1
7	40	28	21.7	0	10	1
7	41	28	21.1	0	10	1
7	42	170	33.9	0	10	0
7	43	6	14	0	10	1
7	44	15	12.5	0	10	1
7	45	15	10.7	0	10	1
7	46	1	41.9	0	10	1
7	47	1	18	0	10	1
7	48	15	14.2	0	10	1
7	49	6	11	0	10	0
7	50	85	30.9	0	10	1
7	51	170	49.8	0	10	1
7	52	6	44	0	10	1
7	53	85	45	0	10	1
7	54	170	49.8	0	10	1
7	55	85	10.5	0	10	0
7	56	15	49	0	10	1
7	57	170	15	0	10	0
7	58	6	13.2	0	10	1
7	59	170	35.6	0	10	1
7	60	170	29.7	0	10	0
7	61	170	15	0	10	0
7	62	28	15.5	0	10	1
7	63	28	21.7	0	10	1
7	64	85	45	0	10	1
7	65	28	13.4	0	10	0
7	66	6	44	0	10	1
7	67	6	10.5	0	10	1
7	68	85	36.1	0	10	1
7	69	6	14	0	10	1
7	70	170	43.3	0	10	1
7	71	28	12	0	10	0
7	72	85	24.4	0	10	1
7	73	85	18.4	0	10	0
7	74	15	10.7	0	10	0
7	75	6	35.1	0	10	1
7	76	15	49	0	10	1
7	77	85	19.5	0	10	0
7	78	1	12.5	0	10	1
7	79	1	18	0	10	1
7	80	28	13	0	10	0
7	81	6	17.4	0	10	1
7	82	1	21.3	0	10	1
7	83	15	30.1	0	10	1
7	84	85	26	0	10	0
7	85	85	30.9	0	10	1
7	86	170	33.9	0	10	0
7	87	15	39.6	0	10	1
7	88	1	41.9	0	10	1
7	89	170	43.3	0	10	1
7	90	28	16.9	0	10	0
7	91	85	10.5	0	10	0
7	92	1	31.6	0	10	1
7	93	6	26.3	0	10	1
7	94	15	30.1	0	10	1
7	95	1	31.6	0	10	1
7	96	6	13.2	0	10	1
7	97	170	38.3	0	10	1
7	98	85	36.1	0	10	1
7	99	170	41.3	0	10	1
7	100	28	13.4	0	10	1
7	101	28	15.5	0	10	0
7	102	15	10.5	0	10	0
7	103	6	11	0	10	0
7	104	15	20.7	0	10	1
7	105	85	27.3	0	10	0
7	106	28	41.1	0	10	1
7	107	85	18.4	0	10	1
7	108	1	11.2	0	10	0
8	1	85	19.5	0	10	0
8	2	85	19.5	0	10	0
8	3	28	21.1	0	10	0
8	4	1	11.2	0	10	0
8	5	170	33.9	0	10	0
8	6	85	18.4	0	10	1
8	7	15	20.7	0	10	1
8	8	1	21.3	0	10	1
8	9	15	14.2	0	10	0
8	10	85	30.9	0	10	0
8	11	1	11	0	10	1
8	12	170	49.8	0	10	1
8	13	1	41.9	0	10	1
8	14	6	44	0	10	1
8	15	170	38.3	0	10	1
8	16	28	12	0	10	0
8	17	6	10.5	0	10	0
8	18	28	13	0	10	0
8	19	6	14	0	10	1
8	20	170	43.3	0	10	0
8	21	6	17.4	0	10	1
8	22	1	18	0	10	1
8	23	85	36.1	0	10	0
8	24	15	10.5	0	10	0
8	25	85	24.4	0	10	1
8	26	170	29.7	0	10	0
8	27	6	14	0	10	1
8	28	15	12.5	0	10	0
8	29	28	15.5	0	10	0
8	30	85	45	0	10	1
8	31	28	13.4	0	10	0
8	32	6	16.7	0	10	1
8	33	170	49.8	0	10	0
8	34	6	17.4	0	10	1
8	35	85	26	0	10	1
8	36	1	10.7	0	10	0
8	37	6	11	0	10	1
8	38	1	11.8	0	10	1
8	39	1	12.5	0	10	0
8	40	85	26	0	10	0
8	41	15	10.7	0	10	0
8	42	170	35.6	0	10	1
8	43	85	27.3	0	10	1
8	44	170	43.3	0	10	0
8	45	28	13.4	0	10	0
8	46	28	12	0	10	0
8	47	1	31.6	0	10	1
8	48	6	13.2	0	10	1
8	49	85	36.1	0	10	1
8	50	28	21.7	0	10	1
8	51	15	18.6	0	10	0
8	52	85	27.3	0	10	0
8	53	6	26.3	0	10	1
8	54	1	41.9	0	10	1
8	55	15	30.1	0	10	1
8	56	1	10.7	0	10	0
8	57	170	15	0	10	0
8	58	6	10.5	0	10	0
8	59	28	31.4	0	10	1
8	60	28	41.1	0	10	1
8	61	170	29.7	0	10	0
8	62	1	11.8	0	10	0
8	63	15	18.6	0	10	0
8	64	1	11	0	10	0
8	65	170	41.3	0	10	1
8	66	15	39.6	0	10	1
8	67	28	31.4	0	10	0
8	68	6	16.7	0	10	1
8	69	15	49	0	10	1
8	70	85	45	0	10	1
8	71	170	24.4	0	10	1
8	72	85	24.4	0	10	1
8	73	1	18	0	10	1
8	74	85	10.5	0	10	0
8	75	28	21.7	0	10	1
8	76	28	16.9	0	10	0
8	77	6	44	0	10	1
8	78	170	33.9	0	10	1
8	79	6	11	0	10	1
8	80	28	13	0	10	1
8	81	28	41.1	0	10	1
8	82	6	13.2	0	10	1
8	83	28	15.5	0	10	0
8	84	15	49	0	10	1
8	85	15	14.2	0	10	1
8	86	170	41.3	0	10	1
8	87	15	12.5	0	10	0
8	88	85	18.4	0	10	1
8	89	1	12.5	0	10	1
8	90	15	20.7	0	10	0
8	91	6	26.3	0	10	1
8	92	170	24.4	0	10	0
8	93	28	21.1	0	10	1
8	94	15	10.5	0	10	0
8	95	6	35.1	0	10	1
8	96	85	30.9	0	10	1
8	97	1	21.3	0	10	1
8	98	15	39.6	0	10	1
8	99	170	35.6	0	10	1
8	100	15	10.7	0	10	1
8	101	85	10.5	0	10	0
8	102	28	16.9	0	10	0
8	103	170	15	0	10	0
8	104	170	38.3	0	10	0
8	105	6	35.1	0	10	1
8	106	1	31.6	0	10	1
8	107	15	30.1	0	10	1
8	108	1	11.2	0	10	1
9	1	1	11.2	0	10	1
9	2	6	10.5	0	10	0
9	3	28	31.4	0	10	1
9	4	15	49	0	10	1
9	5	15	12.5	0	10	1
9	6	170	33.9	0	10	1
9	7	170	35.6	0	10	0
9	8	6	17.4	0	10	1
9	9	1	21.3	0	10	1
9	10	1	10.7	0	10	0
9	11	1	11.8	0	10	1
9	12	1	31.6	0	10	1
9	13	6	16.7	0	10	0
9	14	1	10.7	0	10	1
9	15	170	15	0	10	0
9	16	170	43.3	0	10	1
9	17	85	27.3	0	10	0
9	18	28	21.7	0	10	1
9	19	1	11	0	10	0
9	20	1	11.8	0	10	1
9	21	1	12.5	0	10	1
9	22	6	16.7	0	10	1
9	23	170	35.6	0	10	1
9	24	6	11	0	10	1
9	25	85	30.9	0	10	0
9	26	28	13	0	10	0
9	27	28	41.1	0	10	1
