"subjID"	"iter"	"cond"	"prob"	"choice"	"RT"	"feedback"
1	1	1	0.8	2	2.85235597206356	0
1	1	2	0.7	2	1.10755597206356	0
1	1	3	0.6	2	2.54175597206356	0
1	2	1	0.8	1	2.02315597206356	1
1	2	2	0.7	1	2.76635597206356	0
1	2	3	0.6	2	3.54735597206356	0
1	3	1	0.8	1	2.39215597206357	0
1	3	2	0.7	2	2.96075597206357	1
1	3	3	0.6	1	1.67435597206356	1
1	4	1	0.8	1	4.93275597206356	0
1	4	2	0.7	1	1.23655597206356	1
1	4	3	0.6	1	2.73755597206356	1
1	5	1	0.8	1	1.89415597206356	1
1	5	2	0.7	2	1.45875597206356	0
1	5	3	0.6	1	3.09135597206356	0
1	6	1	0.8	1	1.80085597206356	1
1	6	2	0.7	2	2.28005597206356	0
1	6	3	0.6	1	1.94425597206356	0
1	7	1	0.8	1	2.78585597206356	1
1	7	2	0.7	1	4.69305597206356	1
1	7	3	0.6	2	4.13185597206356	0
1	8	1	0.8	1	2.04365597206356	1
1	8	2	0.7	1	1.05245597206356	1
1	8	3	0.6	2	3.19985597206356	0
1	9	1	0.8	1	1.90735597206356	0
1	9	2	0.7	1	1.07635597206356	1
1	9	3	0.6	1	1.15395597206356	1
1	10	1	0.8	1	1.45555597206356	1
1	10	2	0.7	1	2.46975597206356	1
1	10	3	0.6	1	1.12535597206356	1
1	11	1	0.8	1	1.63785597206356	0
1	11	2	0.7	1	3.64205597206356	1
1	11	3	0.6	1	2.55305597206356	0
1	12	1	0.8	1	3.62255597206356	1
1	12	2	0.7	1	0.465955972063565	1
1	12	3	0.6	1	2.39595597206357	1
1	13	1	0.8	1	2.16115597206356	0
1	13	2	0.7	1	2.71795597206356	0
1	13	3	0.6	1	0.962755972063565	1
1	14	1	0.8	1	0.954455972063565	1
1	14	2	0.7	1	1.89805597206356	1
1	14	3	0.6	2	1.06345597206356	0
1	15	1	0.8	1	0.795155972063565	1
1	15	2	0.7	1	1.27995597206356	1
1	15	3	0.6	1	1.00315597206356	1
1	16	1	0.8	1	1.16175597206356	1
1	16	2	0.7	1	2.28275597206356	1
1	16	3	0.6	1	1.84555597206356	1
1	17	1	0.8	1	1.57825597206356	1
1	17	2	0.7	1	0.535655972063565	1
1	17	3	0.6	1	1.10985597206356	0
1	18	1	0.8	1	0.895155972063565	1
1	18	2	0.7	1	0.493555972063565	0
1	18	3	0.6	1	0.592755972063565	1
1	19	1	0.8	1	0.787655972063565	1
1	19	2	0.7	1	0.646055972063565	1
1	19	3	0.6	1	2.37945597206356	1
1	20	1	0.8	1	0.875855972063565	1
1	20	2	0.7	1	1.59665597206356	1
1	20	3	0.6	1	0.684855972063565	1
1	21	1	0.8	1	1.25795597206356	1
1	21	2	0.7	2	0.760755972063565	0
1	21	3	0.6	1	0.833755972063565	1
1	22	1	0.8	1	1.04085597206356	0
1	22	2	0.7	1	2.03845597206356	1
1	22	3	0.6	1	1.45245597206356	1
1	23	1	0.8	1	0.935055972063565	1
1	23	2	0.7	1	1.02785597206356	1
1	23	3	0.6	1	0.754855972063565	1
1	24	1	0.8	1	0.948155972063565	0
1	24	2	0.7	1	0.809555972063565	1
1	24	3	0.6	1	1.47615597206356	1
1	25	1	0.8	1	0.604555972063565	1
1	25	2	0.7	1	1.05635597206356	0
1	25	3	0.6	1	1.31235597206356	1
1	26	1	0.8	1	0.997255972063565	1
1	26	2	0.7	1	1.12785597206356	1
1	26	3	0.6	1	2.38725597206356	0
1	27	1	0.8	1	1.18665597206356	1
1	27	2	0.7	1	1.55005597206356	1
1	27	3	0.6	1	1.29345597206356	1
1	28	1	0.8	1	0.924555972063565	1
1	28	2	0.7	1	1.05575597206356	0
1	28	3	0.6	1	1.13835597206356	0
1	29	1	0.8	1	1.17395597206356	1
1	29	2	0.7	1	0.697755972063565	0
1	29	3	0.6	1	0.766355972063565	0
1	30	1	0.8	1	0.842055972063565	0
1	30	2	0.7	1	4.21565597206356	0
1	30	3	0.6	1	1.28245597206356	1
1	31	1	0.8	1	0.685655972063565	0
1	31	2	0.7	1	1.26045597206356	1
1	31	3	0.6	1	0.859055972063565	1
1	32	1	0.8	1	0.503755972063565	1
1	32	2	0.7	1	1.26135597206356	1
1	32	3	0.6	1	0.733555972063565	1
1	33	1	0.8	1	1.04435597206356	0
1	33	2	0.7	1	0.975555972063565	0
1	33	3	0.6	1	0.607155972063565	0
1	34	1	0.8	1	0.885155972063565	1
1	34	2	0.7	1	1.67075597206356	1
1	34	3	0.6	1	0.757355972063565	1
1	35	1	0.8	1	0.970055972063565	1
1	35	2	0.7	1	1.05245597206356	1
1	35	3	0.6	1	2.91365597206356	1
1	36	1	0.8	1	1.25205597206356	1
1	36	2	0.7	2	0.917455972063565	0
1	36	3	0.6	1	0.986455972063565	1
1	37	1	0.8	1	0.749655972063565	1
1	37	2	0.7	1	1.00565597206356	0
1	37	3	0.6	1	0.920455972063565	0
1	38	1	0.8	1	1.48475597206356	1
1	38	2	0.7	1	0.519955972063565	0
1	38	3	0.6	1	0.869755972063565	0
1	39	1	0.8	1	0.648155972063565	0
1	39	2	0.7	1	1.11155597206356	1
1	39	3	0.6	1	0.770355972063565	1
1	40	1	0.8	1	0.552155972063565	1
1	40	2	0.7	1	0.724555972063565	1
1	40	3	0.6	1	0.921155972063565	1
2	1	1	0.8	2	4.70084867525102	0
