subjID	trial_number	gamble_cha	RT	cert	gain	loss	type_cha	trial_payoff	outcome	happy	RT_happy	gamble	type
4	136	safe	781	60	0	131	loss	0	-60	0	327	0	-1
4	137	safe	250	121	0	220	loss	0	-121	0	327	0	-1
4	138	risky	353	58	122	0	gain	0	0	0	480	1	1
4	139	risky	447	99	0	170	loss	0	-170	0	480	1	-1
4	140	risky	266	123	198	0	gain	0	0	0	480	1	1
4	141	safe	643	38	0	145	loss	0	-38	0	527	0	-1
4	142	risky	321	79	289	0	gain	0	0	0	527	1	1
4	143	risky	370	40	75	0	gain	0	0	0	527	1	1
4	144	risky	347	0	62	53	mixed	0	62	-2	2527	1	0
4	145	risky	468	103	313	0	gain	0	0	-2	2527	1	1
4	146	risky	743	0	162	323	mixed	0	-323	0	1309	1	0
4	147	risky	2941	40	141	0	gain	0	141	0	1309	1	1
4	148	risky	1030	0	103	27	mixed	0	103	0	446	1	0
4	149	safe	611	99	0	503	loss	0	-99	0	446	0	-1
4	150	safe	1960	122	0	334	loss	0	-122	0	446	0	-1
5	1	risky	1413	103	0	501	loss	0	0	0	2372	1	-1
5	2	safe	288	41	0	85	loss	0	-41	0	2372	0	-1
5	3	safe	915	79	0	291	loss	0	-79	0	2372	0	-1
5	4	risky	990	80	145	0	gain	0	145	0	1917	1	1
5	5	risky	704	0	221	224	mixed	0	-224	0	1917	1	0
5	6	risky	141	0	303	596	mixed	0	-596	-1	1218	1	0
5	7	risky	434	0	157	44	mixed	0	-44	-1	1218	1	0
5	8	safe	734	36	86	0	gain	0	36	-1	1218	0	1
5	9	risky	750	84	0	141	loss	0	0	-1	1715	1	-1
5	10	safe	844	63	169	0	gain	0	63	-1	1715	0	1
5	11	risky	435	0	220	149	mixed	0	220	-1	1715	1	0
5	12	risky	640	0	303	200	mixed	0	-200	1	1348	1	0
5	13	risky	1055	0	161	31	mixed	0	161	1	1348	1	0
5	14	risky	539	84	226	0	gain	0	0	1	1814	1	1
5	15	risky	149	0	100	48	mixed	0	-48	1	1814	1	0
5	16	safe	772	0	158	159	mixed	0	0	1	1814	0	0
5	17	risky	890	123	0	238	loss	0	0	0	1531	1	-1
5	18	risky	636	0	301	244	mixed	0	301	0	1531	1	0
5	19	risky	1118	0	164	190	mixed	0	164	0	1531	1	0
5	20	risky	220	0	104	41	mixed	0	104	2	1240	1	0
5	21	safe	849	0	63	70	mixed	0	0	2	1240	0	0
5	22	risky	885	60	0	171	loss	0	0	1	1120	1	-1
5	23	risky	222	38	200	0	gain	0	0	1	1120	1	1
5	24	risky	590	0	220	41	mixed	0	-41	1	1120	1	0
5	25	risky	816	76	177	0	gain	0	0	0	2236	1	1
5	26	safe	579	0	223	182	mixed	0	0	0	2236	0	0
5	27	risky	656	84	287	0	gain	0	287	0	1454	1	1
5	28	safe	864	97	0	361	loss	0	-97	0	1454	0	-1
5	29	risky	970	37	0	76	loss	0	0	-1	1625	1	-1
5	30	risky	1232	123	0	221	loss	0	0	-1	1625	1	-1
5	31	safe	821	38	0	164	loss	0	-38	3	1293	0	-1
5	32	safe	938	39	0	203	loss	0	-39	3	1293	0	-1
5	33	safe	789	123	0	503	loss	0	-123	3	1293	0	-1
5	34	risky	931	0	60	88	mixed	0	60	-1	1131	1	0
5	35	risky	430	60	118	0	gain	0	0	-1	1131	1	1
5	36	safe	1011	116	0	340	loss	0	-116	-1	1131	0	-1
5	37	safe	895	79	0	173	loss	0	-79	1	1222	0	-1
5	38	risky	1029	101	0	314	loss	0	-314	1	1222	1	-1
5	39	risky	790	0	224	110	mixed	0	224	1	1222	1	0
5	40	risky	1217	60	0	120	loss	0	-120	-1	1166	1	-1
5	41	risky	676	0	218	261	mixed	0	218	-1	1166	1	0
5	42	risky	725	43	71	0	gain	0	71	-1	1166	1	1
5	43	safe	839	98	0	284	loss	0	-98	2	1245	0	-1
5	44	risky	1430	58	0	187	loss	0	0	2	1245	1	-1
5	45	risky	786	98	423	0	gain	0	0	2	1245	1	1
5	46	safe	997	0	156	130	mixed	0	0	1	2042	0	0
5	47	risky	601	43	165	0	gain	0	0	1	2042	1	1
5	48	risky	18	59	215	0	gain	0	215	1	2042	1	1
5	49	risky	1843	120	0	301	loss	0	0	3	2216	1	-1
5	50	safe	976	0	63	42	mixed	0	0	3	2216	0	0
5	51	risky	742	42	116	0	gain	0	0	0	1216	1	1
5	52	safe	1086	39	0	112	loss	0	-39	0	1216	0	-1
5	53	risky	942	43	0	64	loss	0	-64	0	1216	1	-1
5	54	risky	1535	77	160	0	gain	0	160	-1	573	1	1
5	55	risky	1100	37	128	0	gain	0	128	-1	573	1	1
5	56	risky	1199	121	265	0	gain	0	265	3	1015	1	1
5	57	risky	800	123	205	0	gain	0	0	3	1015	1	1
5	58	safe	1077	0	162	322	mixed	0	0	1	1827	0	0
5	59	risky	705	116	335	0	gain	0	335	1	1827	1	1
5	60	risky	817	58	252	0	gain	0	252	1	1827	1	1
5	61	safe	1068	0	98	62	mixed	0	0	3	1060	0	0
5	62	safe	1034	117	0	428	loss	0	-117	3	1060	0	-1
5	63	risky	1105	0	103	151	mixed	0	-151	3	1060	1	0
5	64	risky	1023	124	293	0	gain	0	293	-2	707	1	1
5	65	safe	857	0	60	61	mixed	0	0	-2	707	0	0
5	66	safe	1198	0	300	298	mixed	0	0	0	1657	0	0
5	67	risky	917	100	497	0	gain	0	497	0	1657	1	1
5	68	safe	839	63	0	301	loss	0	-63	0	1657	0	-1
5	69	safe	1020	119	0	379	loss	0	-119	0	662	0	-1
5	70	risky	830	78	335	0	gain	0	335	0	662	1	1
5	71	risky	1145	0	164	83	mixed	0	164	1	1074	1	0
5	72	risky	946	0	102	23	mixed	0	-23	1	1074	1	0
5	73	risky	1198	60	0	129	loss	0	0	0	947	1	-1
5	74	risky	189	0	301	156	mixed	0	-156	0	947	1	0
5	75	risky	889	0	63	28	mixed	0	63	0	947	1	0
5	76	risky	607	83	138	0	gain	0	138	1	1973	1	1
5	77	safe	1003	99	0	222	loss	0	-99	1	1973	0	-1
5	78	risky	875	80	400	0	gain	0	0	1	1973	1	1
5	79	risky	1292	100	0	179	loss	0	0	1	2038	1	-1
5	80	safe	1613	80	0	164	loss	0	-80	1	2038	0	-1
5	81	risky	623	0	218	66	mixed	0	218	1	2038	1	0
5	82	safe	1006	57	0	110	loss	0	-57	1	543	0	-1
5	83	risky	849	116	428	0	gain	0	0	1	543	1	1
5	84	safe	1007	43	0	130	loss	0	-43	1	2127	0	-1
5	85	risky	1154	39	0	96	loss	0	0	1	2127	1	-1
5	86	risky	954	61	190	0	gain	0	0	1	2127	1	1
5	87	safe	832	96	0	244	loss	0	-96	1	720	0	-1
5	88	risky	688	59	148	0	gain	0	0	1	720	1	1
5	89	risky	835	44	143	0	gain	0	0	1	720	1	1
5	90	safe	686	0	57	118	mixed	0	0	-1	839	0	0
5	91	risky	600	96	170	0	gain	0	0	-1	839	1	1
5	92	risky	717	0	62	19	mixed	0	-19	0	1046	1	0
5	93	safe	885	0	158	240	mixed	0	0	0	1046	0	0
5	94	risky	840	40	68	0	gain	0	68	0	1046	1	1
5	95	risky	905	120	0	205	loss	0	0	1	1086	1	-1
5	96	risky	766	104	222	0	gain	0	0	1	1086	1	1
5	97	safe	763	60	0	249	loss	0	-60	1	1344	0	-1
5	98	safe	939	0	217	443	mixed	0	0	1	1344	0	0
5	99	risky	815	0	56	9	mixed	0	56	1	1344	1	0
5	100	safe	631	76	0	403	loss	0	-76	1	1411	0	-1
5	101	risky	756	0	102	199	mixed	0	102	1	1411	1	0
5	102	risky	1026	0	222	331	mixed	0	-331	1	1411	1	0
5	103	safe	1070	104	0	419	loss	0	-104	-2	1054	0	-1
5	104	risky	811	62	132	0	gain	0	132	-2	1054	1	1
5	105	risky	1091	64	303	0	gain	0	303	2	1088	1	1
5	106	risky	667	0	298	116	mixed	0	298	2	1088	1	0
5	107	safe	880	80	0	194	loss	0	-80	1	587	0	-1
5	108	safe	1294	0	97	81	mixed	0	0	1	587	0	0
5	109	risky	689	0	100	31	mixed	0	-31	-1	808	1	0
5	110	risky	820	57	104	0	gain	0	0	-1	808	1	1
5	111	safe	639	0	61	46	mixed	0	0	-2	961	0	0
5	112	risky	783	118	377	0	gain	0	0	-2	961	1	1
5	113	risky	816	101	358	0	gain	0	358	-1	862	1	1
5	114	risky	747	84	0	136	loss	0	-136	-1	862	1	-1
5	115	safe	954	76	0	253	loss	0	-76	-1	862	0	-1
5	116	risky	1464	122	242	0	gain	0	0	-3	1262	1	1
5	117	risky	845	82	194	0	gain	0	0	-3	1262	1	1
5	118	safe	907	58	0	214	loss	0	-58	-3	1262	0	-1
5	119	safe	973	96	0	164	loss	0	-96	-4	1169	0	-1
5	120	risky	801	122	503	0	gain	0	0	-4	1169	1	1
5	121	risky	839	0	157	64	mixed	0	157	-4	1169	1	0
5	122	safe	1103	36	0	141	loss	0	-36	0	1215	0	-1
5	123	risky	875	0	100	119	mixed	0	-119	0	1215	1	0
5	124	risky	873	41	98	0	gain	0	0	-1	796	1	1
5	125	risky	803	96	283	0	gain	0	0	-1	796	1	1
5	126	risky	734	103	250	0	gain	0	0	-1	796	1	1
5	127	safe	994	83	0	221	loss	0	-83	-1	576	0	-1
5	128	risky	574	80	251	0	gain	0	0	-1	576	1	1
5	129	risky	1024	40	0	79	loss	0	0	-2	929	1	-1
5	130	risky	582	97	314	0	gain	0	314	-2	929	1	1
5	131	risky	594	61	107	0	gain	0	107	-2	929	1	1
5	132	risky	688	100	198	0	gain	0	0	2	1097	1	1
5	133	safe	971	0	99	99	mixed	0	0	2	1097	0	0
5	134	risky	726	0	301	90	mixed	0	301	0	734	1	0
5	135	risky	1385	0	163	109	mixed	0	-109	0	734	1	0
5	136	risky	753	122	0	269	loss	1	0	-1	970	1	-1
5	137	risky	844	60	0	98	loss	0	-98	-1	970	1	-1
5	138	risky	832	103	184	0	gain	0	0	-1	731	1	1
5	139	safe	737	97	0	201	loss	0	-97	-1	731	0	-1
5	140	risky	770	0	304	60	mixed	0	-60	-2	890	1	0
5	141	safe	832	64	0	151	loss	0	-64	-2	890	0	-1
5	142	safe	740	77	0	334	loss	0	-77	-3	1066	0	-1
5	143	risky	696	0	61	24	mixed	0	61	-3	1066	1	0
5	144	risky	818	0	219	84	mixed	0	219	-1	680	1	0
5	145	safe	707	120	0	600	loss	0	-120	-1	680	0	-1
5	146	risky	910	0	303	359	mixed	0	303	-1	489	1	0
5	147	risky	651	122	598	0	gain	0	598	-1	489	1	1
5	148	safe	967	0	301	454	mixed	0	0	-1	489	0	0
5	149	risky	826	119	216	0	gain	0	216	2	808	1	1
5	150	risky	876	41	80	0	gain	0	80	2	808	1	1
6	1	risky	8683	0	63	10	mixed	0	-10	0	38019	1	0
6	2	risky	6548	119	236	0	gain	0	0	0	38019	1	1
6	3	risky	11388	99	312	0	gain	0	312	-1	2893	1	1
6	4	risky	4920	0	302	56	mixed	0	-56	-1	2893	1	0
6	5	risky	5889	0	221	48	mixed	0	-48	-1	1767	1	0
6	6	safe	1711	0	299	356	mixed	0	0	-1	1767	0	0
6	7	safe	2687	63	120	0	gain	0	63	0	3312	0	1
6	8	risky	2482	77	340	0	gain	0	0	0	3312	1	1
6	9	risky	1313	79	222	0	gain	0	222	-1	4237	1	1
6	10	risky	3219	43	0	70	loss	0	-70	-1	4237	1	-1
6	11	risky	840	101	416	0	gain	0	0	-1	2893	1	1
6	12	risky	2690	0	304	158	mixed	0	304	-1	2893	1	0
6	13	risky	5480	57	170	0	gain	0	170	1	3609	1	1
6	14	risky	6195	117	506	0	gain	0	0	1	3609	1	1
6	15	safe	1799	44	0	204	loss	0	-44	1	3609	0	-1
6	16	risky	3339	101	0	182	loss	0	-182	0	1761	1	-1
6	17	safe	1679	37	0	108	loss	0	-37	0	1761	0	-1
6	18	safe	2923	121	0	378	loss	0	-121	0	1761	0	-1
6	19	safe	3155	0	64	76	mixed	0	0	-2	2754	0	0
6	20	safe	4114	58	0	192	loss	0	-58	-2	2754	0	-1
6	21	risky	3842	59	191	0	gain	0	191	-2	2754	1	1
6	22	risky	1839	83	396	0	gain	0	396	0	2197	1	1
6	23	risky	3984	0	101	84	mixed	0	101	0	2197	1	0
6	24	safe	1262	57	0	254	loss	0	-57	0	2197	0	-1
6	25	safe	2746	42	0	147	loss	0	-42	0	2171	0	-1
6	26	risky	2941	0	220	111	mixed	0	-111	0	2171	1	0
6	27	risky	3376	37	130	0	gain	0	130	0	2171	1	1
6	28	risky	1224	116	602	0	gain	0	0	1	1356	1	1
6	29	risky	2118	56	212	0	gain	0	212	1	1356	1	1
6	30	risky	3519	100	0	165	loss	0	0	1	1356	1	-1
6	31	safe	1538	97	0	501	loss	0	-97	2	959	0	-1
6	32	risky	1818	119	378	0	gain	0	0	2	959	1	1
6	33	safe	2836	98	0	359	loss	0	-98	-1	1881	0	-1
6	34	risky	6887	83	0	179	loss	0	-179	-1	1881	1	-1
6	35	risky	972	36	114	0	gain	0	0	-1	1176	1	1
6	36	risky	4252	0	97	67	mixed	0	97	-1	1176	1	0
6	37	safe	2055	0	156	164	mixed	0	0	0	1240	0	0
6	38	risky	1016	0	158	35	mixed	0	158	0	1240	1	0
6	39	safe	1023	58	0	217	loss	0	-58	0	1240	0	-1
6	40	risky	3274	44	0	71	loss	0	-71	0	3700	1	-1
6	41	risky	1661	102	276	0	gain	1	276	0	3700	1	1
6	42	risky	2404	0	304	247	mixed	0	304	1	884	1	0
6	43	safe	5414	38	66	0	gain	0	38	1	884	0	1
6	44	risky	4757	119	263	0	gain	0	263	1	884	1	1
6	45	risky	2906	100	0	223	loss	0	0	2	5593	1	-1
6	46	risky	2634	0	104	44	mixed	0	104	2	5593	1	0
6	47	risky	900	43	142	0	gain	0	0	2	5593	1	1
6	48	risky	804	0	296	94	mixed	0	296	1	1667	1	0
6	49	risky	7162	0	224	264	mixed	0	224	1	1667	1	0
6	50	safe	1344	80	0	252	loss	0	-80	2	1556	0	-1
6	51	risky	2165	103	356	0	gain	0	0	2	1556	1	1
6	52	risky	2000	44	197	0	gain	0	0	-1	836	1	1
6	53	safe	2276	101	198	0	gain	0	101	-1	836	0	1
6	54	risky	4122	38	103	0	gain	0	0	-1	836	1	1
6	55	risky	3216	117	0	215	loss	0	0	0	2517	1	-1
6	56	risky	2745	42	88	0	gain	0	0	0	2517	1	1
6	57	risky	4050	80	0	156	loss	0	0	0	2517	1	-1
6	58	safe	4801	98	165	0	gain	0	98	1	1145	0	1
6	59	risky	4523	104	502	0	gain	0	502	1	1145	1	1
6	60	risky	2626	0	100	23	mixed	0	100	1	1145	1	0
6	61	safe	2020	0	59	89	mixed	0	0	2	927	0	0
6	62	safe	1931	0	96	117	mixed	0	0	2	927	0	0
6	63	safe	1416	77	0	334	loss	0	-77	1	1456	0	-1
6	64	safe	1401	97	0	282	loss	0	-97	1	1456	0	-1
6	65	risky	3129	102	0	198	loss	0	-198	1	1456	1	-1
6	66	safe	1867	122	0	505	loss	0	-122	0	3611	0	-1
6	67	risky	3273	0	104	98	mixed	0	104	0	3611	1	0
6	68	risky	2041	99	218	0	gain	0	218	2	2511	1	1
6	69	risky	1201	0	58	29	mixed	0	-29	2	2511	1	0
6	70	safe	5182	63	0	134	loss	0	-63	1	1679	0	-1
6	71	safe	3177	124	218	0	gain	0	124	1	1679	0	1
6	72	safe	584	77	0	287	loss	0	-77	1	1261	0	-1
6	73	risky	2418	82	291	0	gain	0	0	1	1261	1	1
6	74	risky	3964	44	0	102	loss	0	0	0	1136	1	-1
6	75	risky	3794	82	0	148	loss	0	0	0	1136	1	-1
6	76	safe	2515	36	0	89	loss	0	-36	2	1383	0	-1
6	77	risky	265	117	435	0	gain	0	0	2	1383	1	1
6	78	risky	6888	57	0	164	loss	0	-164	2	1383	1	-1
6	79	safe	2396	0	57	63	mixed	0	0	-1	1026	0	0
6	80	risky	1278	0	297	121	mixed	0	-121	-1	1026	1	0
6	81	risky	5505	0	296	297	mixed	0	-297	-1	1026	1	0
6	82	risky	3784	0	61	36	mixed	0	61	0	1676	1	0
6	83	risky	1794	77	0	136	loss	0	0	0	1676	1	-1
6	84	risky	2456	119	0	264	loss	0	-264	1	3992	1	-1
6	85	safe	4586	101	0	313	loss	0	-101	1	3992	0	-1
6	86	risky	1296	96	244	0	gain	0	0	1	3992	1	1
6	87	safe	9041	0	98	197	mixed	0	0	1	5878	0	0
6	88	safe	1707	103	0	252	loss	0	-103	1	5878	0	-1
6	89	safe	1719	0	99	149	mixed	0	0	1	5878	0	0
6	90	safe	5513	36	69	0	gain	0	36	-1	1086	0	1
6	91	safe	2391	61	105	0	gain	0	61	-1	1086	0	1
6	92	safe	857	64	0	304	loss	0	-64	-1	1086	0	-1
6	93	safe	5282	118	0	299	loss	0	-118	0	4927	0	-1
6	94	risky	6335	79	181	0	gain	0	0	0	4927	1	1
6	95	risky	2827	123	0	198	loss	0	0	-2	1551	1	-1
6	96	risky	1180	0	159	86	mixed	0	-86	-2	1551	1	0
6	97	risky	1852	0	56	46	mixed	0	-46	0	7386	1	0
6	98	risky	2467	0	220	224	mixed	0	220	0	7386	1	0
6	99	safe	3255	99	178	0	gain	0	99	2	941	0	1
6	100	safe	1427	59	0	102	loss	0	-59	2	941	0	-1
6	101	safe	3837	83	0	197	loss	0	-83	2	941	0	-1
6	102	safe	1837	0	217	436	mixed	0	0	-1	843	0	0
6	103	risky	3683	0	220	70	mixed	0	220	-1	843	1	0
6	104	safe	747	61	104	0	gain	0	61	1	1050	0	1
6	105	safe	2730	0	160	190	mixed	0	0	1	1050	0	0
6	106	safe	1027	83	144	0	gain	0	83	-1	1258	0	1
6	107	safe	1506	0	300	603	mixed	0	0	-1	1258	0	0
6	108	safe	2397	84	161	0	gain	0	84	0	704	0	1
6	109	safe	852	120	0	432	loss	0	-120	0	704	0	-1
6	110	risky	1251	64	301	0	gain	0	301	-1	1932	1	1
6	111	risky	1520	43	166	0	gain	0	166	-1	1932	1	1
6	112	risky	5107	39	0	77	loss	0	-77	-1	1932	1	-1
6	113	safe	1632	123	0	597	loss	0	-123	-1	1352	0	-1
6	114	risky	3292	81	196	0	gain	0	0	-1	1352	1	1
6	115	safe	789	0	60	119	mixed	0	0	-1	1352	0	0
6	116	risky	164	0	297	198	mixed	0	297	-2	1108	1	0
6	117	risky	1374	0	64	19	mixed	0	64	-2	1108	1	0
6	118	safe	4612	119	0	334	loss	0	-119	-2	1108	0	-1
6	119	risky	441	0	158	134	mixed	0	158	-1	5816	1	0
6	120	risky	224	0	56	23	mixed	0	56	-1	5816	1	0
6	121	safe	6709	62	0	151	loss	0	-62	1	992	0	-1
6	122	risky	1360	0	161	45	mixed	0	-45	1	992	1	0
6	123	risky	223	0	156	68	mixed	0	-68	1	992	1	0
6	124	safe	2146	40	0	165	loss	0	-40	-1	928	0	-1
6	125	risky	4720	0	219	146	mixed	0	-146	-1	928	1	0
6	126	risky	1186	0	161	102	mixed	0	161	-1	820	1	0
6	127	safe	1117	123	201	0	gain	0	123	-1	820	0	1
6	128	safe	3741	101	0	422	loss	0	-101	-1	820	0	-1
6	129	risky	3362	59	0	116	loss	0	-116	-1	1713	1	-1
6	130	risky	3963	0	216	327	mixed	0	-327	-1	1713	1	0
6	131	risky	2562	57	146	0	gain	0	0	-1	1713	1	1
6	132	risky	54	58	250	0	gain	0	250	-1	3406	1	1
6	133	risky	2451	40	83	0	gain	0	0	-1	3406	1	1
6	134	risky	56	116	340	0	gain	0	0	-1	3406	1	1
6	135	risky	3118	124	0	244	loss	0	-244	-1	994	1	-1
6	136	safe	1001	0	300	453	mixed	0	0	-1	994	0	0
6	137	safe	558	77	0	225	loss	0	-77	0	548	0	-1
6	138	risky	2346	0	100	51	mixed	0	-51	0	548	1	0
6	139	safe	5850	0	158	242	mixed	0	0	0	548	0	0
6	140	risky	1415	0	222	85	mixed	0	222	-1	1771	1	0
6	141	safe	2947	36	0	129	loss	0	-36	-1	1771	0	-1
6	142	risky	3290	119	299	0	gain	0	299	-1	1771	1	1
6	143	safe	6930	78	130	0	gain	0	78	1	1182	0	1
6	144	risky	5721	59	0	110	loss	0	-110	1	1182	1	-1
6	145	risky	641	0	221	177	mixed	0	221	1	1182	1	0
6	146	safe	1530	0	161	323	mixed	0	0	1	1031	0	0
6	147	risky	336	0	99	30	mixed	0	-30	1	1031	1	0
6	148	risky	190	61	133	0	gain	0	0	1	1031	1	1
6	149	risky	26	76	255	0	gain	0	255	-2	823	1	1
6	150	safe	1139	80	0	396	loss	0	-80	-2	823	0	-1
